X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.3222935,47.29136374,1401,1789,47.29136954,-122.322308,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Federal Way Public Academy,6,10,34620 9TH AV S, ,FEDERAL WAY,Washington,98003-6731,Kurt  Lauer,kulauer@fwps.org,253.945.3270," Public School, Regular School",P,Other,Public
-122.3246364,47.30489796,1402,5107,47.30490376,-122.3246509,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Federal Way Running Start Home School,11,12,33330 8th Ave S, ,Federal Way,Washington,98003,Sammy  Anderson,samander@fwps.org,253.945.2000," Public School, Regular School",P,High School,Public
-122.3246364,47.30489796,1403,1951,47.30490376,-122.3246509,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Support School,PK,12,33330 8th Ave S, ,Federal Way,Washington,98003,Diana  Thomas,dithomas@fwps.org,253.945.2000," Public School, Regular School",P,PK-12,Public
-122.6872242,48.72513932,1404,2263,48.72514516,-122.6872392,29801,Northwest Educational Service District 189,37502,Ferndale School District,Beach Elem,K,5,3786 Centerview Road, ,Lummi Island,Washington,98262-0000,Mark   Hall,mark.hall@ferndalesd.org,360.383.9440," Public School, Regular School",P,Elementary School,Public
-122.6006069,48.86005742,1405,5084,48.86006327,-122.6006218,29801,Northwest Educational Service District 189,37502,Ferndale School District,Ferndale Special Services,PK,PK,PO Box 698, ,Ferndale,Washington,98248,Paul  Douglas,paul.douglas@ferndalesd.org,360.383.9221," Public School, Special Education School",S,PK Only,Public
-122.6543575,48.7286732,1406,5373,48.72867904,-122.6543724,OSPI,Office of Superintendent of Public Instruction,37903,Lummi Tribal Agency,Lummi Nation School,K,12,2334 Lummi View Drive, ,Bellingham,Washington,98226,Obadiah  Deweber,obadiah.deweber@lummi-k12.org,360.758.4338," Affiliated With District, Tribal School",Q,K-12,Tribal
-122.4443275,47.13789822,1407,4063,47.137904,-122.444342,17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,Gates Secondary School,8,12,813 132nd Street S, ,Tacoma,Washington,98444-3532,Valinda  Jones,vjones@fpschools.org,253.298.4000," Alternative School, Public School",A,High School,Public
-122.4363588,47.14091245,1408,5129,47.14091823,-122.4363733,17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,Learning Support,PK,PK,315 129th Street So, ,Tacoma,Washington,98444,William  Rasplica,wrasplica@fpschools.org,253.298.3005," Preschool, Public School",P,PK Only,Public
-117.1948723,47.51739967,1409,4593,47.517406,-117.194886,32801,Educational Service District 101,32358,Freeman School District,Freeman Middle School,6,8,14917 S Jackson Rd, ,Rockford,Washington,99030,Ben  Ferney,bferney@freemansd.org,509.291.7301," Public School, Regular School",P,Middle School,Public
-117.0710575,46.9126347,1410,1962,46.912641,-117.071071,32801,Educational Service District 101,38302,Garfield School District,Garfield at Palouse High School,9,12,600 E. Alder, ,Palouse,Washington,99161-0000,Zane  Wells,zwells@garpal.wednet.edu,509.878.1921," Public School, Regular School",P,High School,Public
-121.2902099,46.02106817,1411,3047,46.021074,-121.290224,6801,Educational Service District 112,20401,Glenwood School District,Glenwood Elementary,K,6,PO Box 12, ,Glenwood,Washington,98619-0091,Scott  Harris,sharris@esd112.wednet.edu,509.364.3438," Public School, Regular School",P,Elementary School,Public
-121.2902099,46.02106817,1412,3048,46.021074,-121.290224,6801,Educational Service District 112,20401,Glenwood School District,Glenwood Secondary,7,12,320 Bunnell St.,P. O. Box 12,Glenwood,Washington,98619-0091,Pamela  Shelly,pam.shelly@glenwoodsd.org,509.364.3438," Public School, Regular School",P,Other,Public
-120.816634,45.81645014,1413,5012,45.816456,-120.816648,39801,Educational Service District 105,20404,Goldendale School District,Goldendale Support Service Center,PK,PK,820 S. SCHUSTER ST., ,GOLDENDALE,Washington,98620,Cindy  Barstow,cbarstow@gsd404.org,360.907.3230," Public School, Special Education School",S,PK Only,Public
-119.9149811,46.25520602,1414,1776,46.255212,-119.914995,39801,Educational Service District 105,39200,Grandview School District,Contract Learning Center,9,12,913 W 2nd ST, ,Grandview,Washington,98930-0000, , , ," Alternative School, Public School",A,High School,Public
-120.190623,46.34665905,1415,4535,46.346665,-120.190637,39801,Educational Service District 105,39204,Granger School District,Roosevelt Elementary,K,4,701 E Avenue, ,Granger,Washington,98932-0400,Ann  Bohrnsen-Thola,bohrnsena@gsd.wednet.edu,509.854.1420," Public School, Regular School",P,Elementary School,Public
-120.7121379,46.67485808,1416,2718,46.674864,-120.712152,39801,Educational Service District 105,39203,Highland School District,Highland Junior High School,7,8,PO Box 38, ,Cowiche,Washington,98923-9719,Don  Strother,dstrother@highland.wednet.edu,509.678.8806," Public School, Regular School",P,Jr High,Public
-122.3546727,47.54818096,1417,5116,47.54818677,-122.3546873,17801,Puget Sound Educational Service District 121,17401,Highline School District,Career Link,9,12,C/O New Start,614 SW 120th St,Seattle,Washington,98146,Michael  Sita,michael.sita@highlineschools.org,206.631.7630," Alternative School, Public School",A,High School,Public
-122.3442554,47.51318819,1418,1998,47.513194,-122.34427,17801,Puget Sound Educational Service District 121,17401,Highline School District,Head Start,PK,PK,9700 8th Avenue SW, ,Seattle,Washington,98106, , , ," Preschool, Public School",P,PK Only,Public
-122.2851064,47.45322819,1419,2734,47.453234,-122.285121,17801,Puget Sound Educational Service District 121,17401,Highline School District,McMicken Heights Elementary,PK,6,3708 S 168th St, ,SeaTac,Washington,98188-3149,Alexandria  Haas,alexandria.haas@highlineschools.org,206.631.4300," Public School, Regular School",P,Elementary School,Public
-122.3426764,47.49578219,1420,1972,47.495788,-122.342691,17801,Puget Sound Educational Service District 121,17401,Highline School District,New Start,9,12,614 SW 120th St, ,Seattle,Washington,98146,Michael  Sita,michael.sita@highlineschools.org,206.631.7750," Alternative School, Public School",A,High School,Public
-122.3059765,47.38097719,1421,3335,47.380983,-122.305991,17801,Puget Sound Educational Service District 121,17401,Highline School District,Parkside Elementary,K,6,2104 S 247th St, ,Des Moines,Washington,98198-3901,Bobbi  Giammona,bobbi.giammona@highlineschools.org,206.631.4700," Public School, Regular School",P,Elementary School,Public
-122.3246174,47.43497431,1422,1973,47.43498011,-122.324632,17801,Puget Sound Educational Service District 121,17401,Highline School District,Satellite High School,PK,12,18367 8th Ave S, ,Seattle,Washington,98148-0000,Michael  Sita,michael.sita@highlineschools.org,206.631.7630," Public School, Special Education School",S,PK-12,Public
-122.2754304,47.44442019,1423,5119,47.444426,-122.275445,17801,Puget Sound Educational Service District 121,17401,Highline School District,Valley View Early Childhood Center,PK,PK,17622 46th Ave S, ,SeaTac,Washington,98188-4117,Kimberly  Nelson,kimberly.nelson@highlineschools.org,206.631.5100," Preschool, Public School",P,PK Only,Public
-123.8665847,46.97480587,1424,5191,46.9748115,-123.8665994,34801,Capital Region ESD 113,14028,Hoquiam School District,Hoquiam Homelink School,K,12,325 W Chenault Ave, ,Hoquiam,Washington,98550,Bonnie  Jump,bjump@hoquiam.net,360.538.8216," Public School, Regular School",P,K-12,Public
-118.198117,48.30129772,1425,4215,48.301304,-118.198131,32801,Educational Service District 101,10070,Inchelium School District,Inchelium Elementary School,K,5,2 Hornet Avenue,P.O. Box 285,Inchelium,Washington,99138-0000,Brian  Myers,bmyers@inchelium.net,509.722.6181," Public School, Regular School",P,Elementary School,Public
-118.198117,48.30129772,1426,2603,48.301304,-118.198131,32801,Educational Service District 101,10070,Inchelium School District,Inchelium High School,9,12,1 Hornet Avenue,P.O. Box 285,Inchelium,Washington,99138-0000,Briam  Myers,bmyers@inchelium.net,509.722.6181," Public School, Regular School",P,High School,Public
-118.198117,48.30129772,1427,4214,48.301304,-118.198131,32801,Educational Service District 101,10070,Inchelium School District,Inchelium Middle School,6,8,1 Hornet Avenue,P.O. Box 285,Inchelium,Washington,99138-0000,Brian  Myers,bmyers@inchelium.net,509.722.6181," Public School, Regular School",P,Middle School,Public
-122.1387895,47.49744917,1428,5062,47.497455,-122.138804,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Issaquah Head Start,PK,PK,15025 SE 117th ST, ,RENTON,Washington,98059,Melissa  Robertson,Robertsonm@issaquah.wednet.edu,425.837.7085," Public School, Regular School",P,PK Only,Public
-122.0459805,47.53747897,1429,1624,47.53748481,-122.045995,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Issaquah Special Services,PK,12,565 NW HOLLY ST, ,ISSAQUAH,Washington,98027-2899,Melissa  Robertson,RobertsonM@issaquah.wednet.edu,425.837.7085," Public School, Special Education School",S,PK-12,Public
-122.8914556,46.14354632,1430,5194,46.143552,-122.89147,6801,Educational Service District 112,8458,Kelso School District,Kelso Virtual Academy,8,12,601 Crawford St, ,Kelso,Washington,98626,Rob L Birdsell,rob.birdsell@kelsosd.org,360.501.1840," Affiliated With District, Public School",P,High School,Public
-122.8902499,46.14540876,1431,1934,46.14541444,-122.8902643,6801,Educational Service District 112,8458,Kelso School District,Loowit High School,9,12,2001 Allen St, ,Kelso,Washington,98626-0000,Rob L Birdsell,rob.birdsell@kelsosd.org,360.501.1840," Alternative School, Public School",A,High School,Public
-122.9061913,46.14708247,1432,5076,46.14708815,-122.9062057,6801,Educational Service District 112,8458,Kelso School District,Special Education,PK,12,601 Crawford St, ,Kelso,Washington,98626,Jennifer  Jackson,jennifer.jackson@kelsosd.org,360.501.1904," Public School, Special Education School",S,PK-12,Public
-119.1557781,46.20756143,1433,2000,46.20756747,-119.1557918,11801,Educational Service District 123,3017,Kennewick School District,Keewaydin Discovery Center,PK,PK,202 SOUTH DAYTON STREET, ,KENNEWICK,Washington,99336-5633,Becca  Anderson,becca.anderson@ksd.org,509.222.6483," Public School, Regular School",P,PK Only,Public
-119.1232483,46.20601295,1434,1884,46.206019,-119.123262,11801,Educational Service District 123,3017,Kennewick School District,Legacy High School,6,12,202 S. Garfield St, ,KENNEWICK,Washington,99336,Dennis  Boatman,dennis.boatman@ksd.org,509.222.6552," Alternative School, Public School",A,Other,Public
-119.1251502,46.20666495,1435,1941,46.206671,-119.125164,11801,Educational Service District 123,3017,Kennewick School District,Mid-Columbia Parent Partnership,K,12,200 S FRUITLAND ST, ,KENNEWICK,Washington,99336-5632,Carrie  Deforest,carrie.deforest@ksd.org,509.222.5036," Alternative School, Public School",A,Other,Public
-122.1794928,47.37240018,1436,5150,47.372406,-122.1795073,17801,Puget Sound Educational Service District 121,17415,Kent School District,Birth to Age 2,PK,PK,12033 SE 256TH St Suite A-400, ,Kent,Washington,98030-6503,Ruu (Spencer) Yuan Pan,ruu.pan@kent.k12.wa.us,253.373.7237," Public School, Special Education School",S,PK Only,Public
-122.2875624,47.40018719,1437,3014,47.400193,-122.287577,17801,Puget Sound Educational Service District 121,17415,Kent School District,Kent Mountain View Academy,K,12,22420 Military Rd S, ,Des Moines,Washington,98198-5140,Stephanie  Knipp,Stephanie.Knipp@kent.k12.wa.us,253.373.7488," Alternative School, Public School",A,K-12,Public
-122.2397177,47.38610939,1438,1807,47.38611521,-122.2397322,17801,Puget Sound Educational Service District 121,17415,Kent School District,Regional Justice Center,9,12,12033 SE 256th ST Suite A300, ,Kent,Washington,98030-6503,Israel  Vela,Israel.Vela@kent.k12.wa.us,253.373.7134," Alternative School, Public School",A,High School,Public
-118.0558369,48.60257268,1439,5180,48.602579,-118.055851,32801,Educational Service District 101,33212,Kettle Falls School District,Columbia Virtual Academy - Kettle Falls,9,12,PO Box 458, ,Kettle Falls,Washington,99141,Curtis  Corvino,ccorvino@kfschools.org,509.738.6388," Alternative School, Public School",A,High School,Public
-119.4896522,46.27004898,1440,4217,46.270055,-119.489666,11801,Educational Service District 123,3052,Kiona-Benton City School District,Kiona-Benton Intermediate School,3,5,1105 Dale Aveune, ,Benton City,Washington,99320-9705,Bernardo  Castillo,bcastillo@kibesd.org,509.588.2090, Public School,P,Elementary School,Public
-120.4196859,46.98729403,1441,5086,46.9873,-120.4197,39801,Educational Service District 105,19403,Kittitas School District,Kittitas B-5 Special Ed Program,PK,PK,P.O. Box 599, ,Kittitas,Washington,98934,Del  Enders,del_enders@ksd403.org,855.380.8843," Public School, Special Education School",S,PK Only,Public
-122.6643166,45.86115706,1442,2558,45.86116274,-122.6643309,6801,Educational Service District 112,6101,La Center School District,La Center Elementary,K,5,PO Box 1810, ,La Center,Washington,98629,Scott  Lincoln,scott.lincoln@lacenterschools.org,360.263.2134," Public School, Regular School",P,Elementary School,Public
-122.4898281,48.39561609,1443,2276,48.39562193,-122.4898429,29801,Northwest Educational Service District 189,29311,La Conner School District,La Conner High School,9,12,PO Box 2103, ,LA Conner,Washington,98257-2103,Cheryl  Sullivan,csullivan@lc.k12.wa.us,360.466.3173," Public School, Regular School",P,High School,Public
-122.4897362,48.39487416,1444,3900,48.39488,-122.489751,29801,Northwest Educational Service District 189,29311,La Conner School District,La Conner Middle,6,8,PO Box 2103, ,La Conner,Washington,98257-2103,Cheryl  Sullivan,csullivan@lc.k12.wa.us,360.466.3173," Public School, Regular School",P,Middle School,Public
-117.8743014,46.81527179,1445,2088,46.815278,-117.874315,32801,Educational Service District 101,38126,LaCrosse School District,Lacrosse High School,9,12,111 Hill Avenue, ,LaCrosse,Washington,99143-0218,Doug Arthur Curtis,dcurtis@lax.wednet.edu,(509) 549-3591," Public School, Regular School",P,High School,Public
-120.0207522,47.83523105,1446,2317,47.83523712,-120.0207664,4801,North Central Educational Service District 171,4129,Lake Chelan School District,Chelan Middle School,6,8,PO Box 369, ,Chelan,Washington,98816-0000,Brian  Wood,woodb@chelanschools.org,509.682.4061," Public School, Regular School",P,Middle School,Public
-123.8974602,47.46036335,1447,2921,47.460369,-123.897475,34801,Capital Region ESD 113,14097,Lake Quinault School District,Lake Quinault School,K,12,P O Box 38, ,Amanda Park,Washington,98526-0000,Keith  Samplawski,ksamplawski@lakequinaultschools.org,360.288.2414," Public School, Regular School",P,K-12,Public
-122.0627976,48.01671863,1448,1753,48.01672449,-122.0628122,29801,Northwest Educational Service District 189,31004,Lake Stevens School District,Homelink,K,12,2202 123rd Ave NE, ,Lake Stevens,Washington,98258,Tina  Vinnick,tina_vinnick@lkstevens.wednet.edu,425.335.1594," Alternative School, Public School",A,K-12,Public
-122.0644752,48.01729015,1449,4140,48.01729602,-122.0644899,29801,Northwest Educational Service District 189,31004,Lake Stevens School District,Prove High School,9,12,12309 22nd St NE, ,Lake Stevens,Washington,98258,John  Gebert,john_gebert@lkstevens.wednet.edu,425.335.1500," Alternative School, Public School",A,High School,Public
-122.1955286,47.65527564,1450,3855,47.65528148,-122.1955432,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Emerson High School,9,12,10903 NE 53rd ST, ,Kirkland,Washington,98033-7508,Nell  Ballard-Jones,nballard-jones@lwsd.org,425.936.2300," Alternative School, Public School",A,High School,Public
-122.1908614,47.66374117,1451,3856,47.663747,-122.190876,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Community School,1,5,11133 NE 65th, ,Kirkland,Washington,98033-7116,Margaret  Kinney Krepel,mkinneykrepel@lwsd.org,425.936.2395," Alternative School, Public School",A,Elementary School,Public
-122.123502,47.67070453,1452,1649,47.67071037,-122.1235165,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Contractual Schools,PK,12,P.O. Box 97039, ,Redmond,Washington,98073-9739,Shannon  Hitch,shhitch@lwsd.org,425.936.1301," Alternative School, Contract School",A,PK-12,Public
-122.2304384,47.71591717,1453,1658,47.715923,-122.230453,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Discovery School,K,5,12801 84th NE, ,Kirkland,Washington,98034-2600,Lori  Pierce,lpierce@lwsd.org,425.936.2704," Alternative School, Public School",A,Elementary School,Public
-122.0600274,47.67008715,1454,1687,47.670093,-122.060042,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Explorer Community School,1,5,7040 208th NE, ,Redmond,Washington,98052-4716,Barbara  Pridgeon,bapridgeon@lwsd.org,425.936.2533," Alternative School, Public School",A,Elementary School,Public
-122.1956995,47.65466851,1455,1688,47.65467434,-122.1957141,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Emerson K-12,K,12,10903 NE 53rd Street, ,Kirkland,Washington,98033-7508,Nell  Ballard-Jones,nballard-jones@lwsd.org,425.936.2311," Alternative School, Public School",A,K-12,Public
-122.1986574,47.71550516,1456,1804,47.715511,-122.198672,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Futures School,9,12,10601 NE 132nd, ,Kirkland,Washington,98034-2872,Kelly  Clapp,kclapp@lwsd.org,425.936.1600," Alternative School, Public School",A,High School,Public
-122.1943617,47.65525529,1457,4167,47.65526113,-122.1943763,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Northstar Middle School,6,8,10903 NE 53rd St, ,Kirkland,Washington,98033,Nell  Ballard-Jones,nballard-jones@lwsd.org,425.936.1760," Alternative School, Public School",A,Middle School,Public
-122.1388084,47.6858761,1458,3549,47.68588194,-122.138823,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Ready Start Preschool,PK,PK,15130 NE 95th ST, ,Redmond,Washington,98052-2516,Susan  Dineen,sdineen@lwsd.org,425.702.3461," Public School, Regular School",P,PK Only,Public
-122.0311018,47.6135219,1459,5057,47.61352775,-122.0311163,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Renaissance School,6,8,4000 228th NE, ,Sammamish,Washington,98074,Chris  Bede,wbede@lwsd.org,425.936.1544," Alternative School, Public School",A,Middle School,Public
-122.1657044,47.70518316,1460,5958,47.705189,-122.165719,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Washington Network for Innovative Careers,9,12,PO Box 97039, ,Redmond,Washington,98073-9739,Karen  Hay,khay@lwsd.org,425.739.8400," Public School, Vocational/technical school",V,High School,Public
-122.9196906,46.13916941,1461,3913,46.13917508,-122.919705,6801,Educational Service District 112,8122,Longview School District,Longview School District Special Services,PK,PK,1600 3rd Avenue, ,Longview,Washington,98632-3231,Kara  Harris,KHarris@theprogresscenter.org,360.425.9810," Public School, Special Education School",S,PK Only,Public
-117.6308751,48.06493568,1462,1922,48.064942,-117.630889,32801,Educational Service District 101,33183,Loon Lake School District,Loon Lake Homelink Program,K,8,4001 Maple Street, ,Loon Lake,Washington,99148-9761,Brad  Van Dyne,bvandyne@loonlakeschool.org,509.233.8185," Alternative School, Public School",A,Other,Public
-122.8012951,48.50741119,1463,4178,48.507417,-122.80131,29801,Northwest Educational Service District 189,28144,Lopez School District,Decatur Elementary,K,8,Decatur Island, ,Anacortes,Washington,98221-0000,Lisa  Shelby,lshelby@lopez.k12.wa.us,360.468.2202 ext.2250," Public School, Regular School",P,Other,Public
-121.280355,45.69422519,1464,3643,45.694231,-121.280369,6801,Educational Service District 112,20406,Lyle School District,Lyle Middle School,6,8,P.O. Box 368, ,Lyle,Washington,98635-0000,Lori  Smith,lori.smith@lyleschools.org,509.365.2191," Public School, Regular School",P,Middle School,Public
-122.4627138,48.93841298,1465,1983,48.93841885,-122.4627287,29801,Northwest Educational Service District 189,37504,Lynden School District,Lynden Academy,K,12,1986 Main St Suite A, ,Lynden,Washington,98264,Ellie   Meenk,meenke@lynden.wednet.edu,360.354.6675," Alternative School, Public School",A,K-12,Public
-122.4564851,48.94729413,1466,1914,48.9473,-122.4565,29801,Northwest Educational Service District 189,37504,Lynden School District,Lynden Special Services,PK,PK,205 S BC AVE STE 115, ,LYNDEN,Washington,98264-0000,Tim   Metz,metzt@lynden.wednet.edu,360.354.2893," Public School, Special Education School",S,PK Only,Public
-120.1533857,47.89159394,1467,2623,47.8916,-120.1534,4801,North Central Educational Service District 171,4019,Manson School District,Manson High School,9,12,PO BOX A,1000 Totem Pole Road,Manson,Washington,98831,Shawn  Thurman,sthurman@manson.org,509.687.9585," Public School, Regular School",P,High School,Public
-123.4320933,47.19922532,1468,5444,47.199231,-123.432108,34801,Capital Region ESD 113,23311,Mary M Knight School District,Mary M. Knight School,PK,12,2987 W Matlock Brady RD, ,Elma,Washington,98541,Lisa  Horsley,Lhorsley@mmk.wednet.edu,360.426.6767," Public School, Regular School",P,PK-12,Public
-117.7454309,48.06016755,1469,1820,48.06017386,-117.7454448,32801,Educational Service District 101,33207,Mary Walker School District,Mary Walker Alternative High Schl,9,12,PO BOX 159, ,SPRINGDALE,Washington,99173-0159,Matthew  Cobb,mcobb@mwsd.k12.wa.us,(509) 258-4533," Alternative School, Public School",A,High School,Public
-117.7454451,48.06017369,1470,1857,48.06018,-117.745459,32801,Educational Service District 101,33207,Mary Walker School District,Springdale Academy,K,12,PO BOX 159, ,SPRINGDALE,Washington,99173-0159,Matthew  Cobb,mcobb@marywalker.org,509.258.4533," Alternative School, Public School",A,K-12,Public
-117.7458019,48.06024446,1471,2297,48.06025077,-117.7458158,32801,Educational Service District 101,33207,Mary Walker School District,Springdale Elementary,PK,6,PO Box 159, ,Springdale,Washington,99173-0159,Edwina  Hargrave,ehargrave@marywalker.org,509.258.7357," Public School, Regular School",P,Elementary School,Public
-117.745531,48.06076867,1472,3894,48.06077498,-117.7455449,32801,Educational Service District 101,33207,Mary Walker School District,Springdale Middle School,7,8,PO Box 159, ,Springdale,Washington,99173-0159,Matthew  Cobb,mcobb@marywalker.org,509.258.4533," Public School, Regular School",P,Middle School,Public
-122.199714,48.06106743,1473,1656,48.06107328,-122.1997286,29801,Northwest Educational Service District 189,31025,Marysville School District,10th Street School,6,8,7204 27th Ave NE, ,Marysville,Washington,98271,Raymond  Houser,raymond_houser@msd25.org,360.965.0400," Public School, Regular School",P,Middle School,Public
-122.1615863,48.11851814,1474,1895,48.118524,-122.161601,29801,Northwest Educational Service District 189,31025,Marysville School District,ECEAP,PK,PK,13525 51ST AVE NE, ,MARYSVILLE,Washington,98271,Tracy  Souza,Tracy_Souza@msvl.k12.wa.us,(360) 653-0830, Public School,P,PK Only,Public
-122.1983734,48.06267815,1475,1927,48.062684,-122.1983881,29801,Northwest Educational Service District 189,31025,Marysville School District,Marysville Mountain View Arts and Technology High School,9,12,7204 27th Ave NE, ,Marysville,Washington,98271,Raymond  Houser,raymond_houser@msd25.org,360.965.3000," Public School, Regular School",P,High School,Public
-122.1725563,48.10135314,1476,1862,48.101359,-122.172571,29801,Northwest Educational Service District 189,31025,Marysville School District,Marysville Coop Program,K,5,4407 116th St NE, ,Marysville,Washington,98270,Kelly  Sheward,kelly_sheward@msvl.k12.wa.us,360.653.0630," Public School, Regular School",P,Elementary School,Public
-122.1739267,48.06840269,1477,1910,48.06840854,-122.1739414,29801,Northwest Educational Service District 189,31025,Marysville School District,Marysville SD Special,PK,13,4220 80th St NE, ,Marysville,Washington,98270-3498,Ginger  Merkel,ginger_merkel@msd25.org,360.965.0174," Public School, Special Education School",S,PK-12,Public
-122.1739267,48.06840269,1478,1744,48.06840854,-122.1739414,29801,Northwest Educational Service District 189,31025,Marysville School District,School Home Partnership Program,K,8,7204 27TH AVE NE, ,Marysville,Washington,98271,Raymond  Houser,ray_houser@msd25.org,360.965.0031," Alternative School, Public School",A,Other,Public
-117.4214852,47.76703468,1479,1803,47.767041,-117.421499,32801,Educational Service District 101,32354,Mead School District,Mead Alternative High School,9,12,529 W HASTINGS, ,SPOKANE,Washington,99218-2815,Bruce  Olgard,bruce.olgard@mead354.org,509.465.6900," Alternative School, Public School",A,High School,Public
-117.4542672,47.73670268,1480,1858,47.736709,-117.454281,32801,Educational Service District 101,32354,Mead School District,Mead Education Partnership Prog,K,12,8621 N FIVE MILE ROAD, ,SPOKANE,Washington,99208,BRUCE  OLGARD,bruce.olgard@mead354.org,509.465.7400," Alternative School, Public School",A,K-12,Public
-117.3754813,47.77279782,1481,5122,47.77280415,-117.375495,32801,Educational Service District 101,32354,Mead School District,Mead PreSchool,PK,PK,2323 E Farwell Road, ,Mead,Washington,99021, , , ," Preschool, Public School",P,PK Only,Public
-117.6817732,47.57523924,1482,5042,47.57524553,-117.681787,32801,Educational Service District 101,32326,Medical Lake School District,Medical Lake Endeavors,6,12,PO Box 128, ,Medical Lake,Washington,99022-0128,LYRA  MCGIRK,lmcgirk@mlsd.org,509.565.3141," Alternative School, Public School",A,High School,Public
-117.6603802,47.63203571,1483,4577,47.632042,-117.660394,32801,Educational Service District 101,32326,Medical Lake School District,Michael Anderson Elementary,PK,5,400 W. Fairchild Highway, ,Fairchild AFB,Washington,99011-8676,Darlene  Starr,dstarr@mlsd.org,509.565.3603," Public School, Regular School",P,Elementary School,Public
-122.4389721,48.86528813,1484,5047,48.865294,-122.438987,29801,Northwest Educational Service District 189,37505,Meridian School District,Meridian Parent Partnership Program,K,8,240 W Laurel Rd, ,Bellingham,Washington,98226,MICHELLE  SIADAL,msiadal@meridian.wednet.edu,360.398.9324," Alternative School, Public School",A,Other,Public
-122.492269,48.85540331,1485,1743,48.85540917,-122.4922839,29801,Northwest Educational Service District 189,37505,Meridian School District,Meridian Special Programs,PK,PK,214 W LAUREL ROAD, ,BELLINGHAM,Washington,98226-0000,Aaron  Jacoby,ajacoby@meridian.wednet.edu,360.398.7111," Public School, Special Education School",S,PK-12,Public
-120.1845909,48.47121754,1486,1845,48.47122363,-120.1846054,4801,North Central Educational Service District 171,24350,Methow Valley School District,Home School Experience,K,12,18 Twin Lakes Rd., ,Winthrop,Washington,98862-9713,Tirzah  Quigley,tquigley@methow.org,509.996.2186," Alternative School, Public School",A,K-12,Public
-120.1665436,48.44085691,1487,4501,48.440863,-120.166558,4801,North Central Educational Service District 171,24350,Methow Valley School District,Methow Valley Elementary,PK,6,18 Twin Lakes Rd., ,Winthrop,Washington,98862-9713,Robert  Winters,bwinters@methow.org,509.996.2186," Public School, Regular School",P,Elementary School,Public
-122.0117414,47.85885561,1488,4594,47.85886147,-122.011756,29801,Northwest Educational Service District 189,31103,Monroe School District,Fryelands Elementary,PK,5,15286 Fryelands Blvd., ,Monroe,Washington,98272,Jeffery  Presley,presleyj@monroe.wednet.edu,360.804.3400," Public School, Regular School",P,Elementary School,Public
-121.9790484,47.85368395,1489,1806,47.85368981,-121.979063,29801,Northwest Educational Service District 189,31103,Monroe School District,Leaders In Learning,9,12,639 1/2 W Main St., ,Monroe,Washington,98272-3250,Blake  Baird,bairdb@monroe.wednet.edu,360.804.2800," Alternative School, Public School",A,High School,Public
-121.9688617,47.85450325,1490,1570,47.85450912,-121.9688763,29801,Northwest Educational Service District 189,31103,Monroe School District,Monroe Special Ed Preschool,PK,PK,200 E FREMONT, ,MONROE,Washington,98272-2336,David  Paratore,Paratored@monroe.wednet.edu,360.804.2600," Public School, Special Education School",S,PK Only,Public
-121.9688617,47.85450325,1491,1643,47.85450912,-121.9688763,29801,Northwest Educational Service District 189,31103,Monroe School District,Out Of District Special Ed,PK,11,200 E Fremont, ,Monroe,Washington,98272-2336,David  Paratore,frenchn@monroe.wednet.edu,360.804.2600," Public School, Special Education School",S,Other,Public
-121.9890804,47.85012414,1492,5040,47.85013,-121.989095,29801,Northwest Educational Service District 189,31103,Monroe School District,Park Place Middle School,6,8,1408 West Main Street, ,Monroe,Washington,98272,Terry  Cheshire,cheshiret@monroe.wednet.edu,360.804.4300," Public School, Regular School",P,Middle School,Public
-121.9682317,47.85486276,1493,5154,47.85486863,-121.9682463,29801,Northwest Educational Service District 189,31103,Monroe School District,Shoreline-Monroe High School,9,12,200 E Fremont ST, ,Monroe,Washington,98272,Justin  Blasko,Blaskoj@monroe.wednet.edu,360.804.2550," Alternative School, Public School",A,High School,Public
