X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-119.584601747091796,48.364906599307851,1522,2245,48.364912743,-119.584616048,04801,North Central Educational Service District 171,24105,Okanogan School District,Okanogan Middle School,6,8,PO Box 592, ,Okanogan,Washington,98840-0592,Brett D Baum,bbaum@oksd.wednet.edu,509.422.2680," Public School, Regular School",P,Middle School,Public
-119.580384573193129,48.364121479848848,1523,5151,48.3641276242,-119.580398873,04801,North Central Educational Service District 171,24105,Okanogan School District,Okanogan Outreach Alternative School,6,12,PO Box 592, ,Okanogan,Washington,98840,Roy  Johnson,rojohnson@oksd.wednet.edu,509.422.3629," Alternative School, Public School",A,Other,Public
-122.887649428621245,47.04370027316201,1524,1768,47.043706,-122.887664,34801,Capital Region ESD 113,34111,Olympia School District,Avanti High School,9,12,1113 LEGION WAY SE, ,OLYMPIA,Washington,98501-1652,Michael Sean Velasquez,mvelasquez@osd.wednet.edu,360.596.7900," Alternative School, Public School",A,High School,Public
-122.867784434277183,47.03694727101179,1525,5248,47.036953,-122.867799,34801,Capital Region ESD 113,34111,Olympia School District,Olympia Regional Learning Academy - Montessori School,K,8,2400 15th Ave SE, ,Olympia,Washington,98501, , , ," Public School, Regular School",P,Other,Public
-119.534066629195024,48.408522798775508,1526,4279,48.4085289503,-119.534080931,04801,North Central Educational Service District 171,24019,Omak School District,Highlands High School,9,12,P O BOX 833, ,OMAK,Washington,98841-0833,Guinevere  Joyce,gjoyce@omaksd.org,509.826.7697," Alternative School, Public School",A,High School,Public
-119.534304697898847,48.409355848702774,1527,2031,48.409362,-119.534319,04801,North Central Educational Service District 171,24019,Omak School District,Omak High School,9,12,P O BOX 833, ,OMAK,Washington,98841-0833,Guin  Joyce,gjoyce@omaksd.org,509.826.7697," Public School, Regular School",P,High School,Public
-119.533888698873454,48.409550848111962,1528,5197,48.409557,-119.533903,04801,North Central Educational Service District 171,24019,Omak School District,Washington Virtual Academy Omak High School,9,12,PO Box 833, ,Omak,Washington,98841,Jayme  Evans,jaevans@k12.com,253.964.1068," Public School, Regular School",P,High School,Public
-122.718485549565585,46.581869746866829,1529,2331,46.581875466,-122.718499994,34801,Capital Region ESD 113,21300,Onalaska School District,Onalaska High School,9,12,540 Carlisle Ave., ,Onalaska,Washington,98570-9604,Dracy  McCoy,dmccoy@onysd.wednet.edu,360.978.4111," Public School, Regular School",P,High School,Public
-122.720366554786892,46.581811281223978,1530,4335,46.581817,-122.720381,34801,Capital Region ESD 113,21300,Onalaska School District,Onalaska Middle School,6,8,540 Carlisle Avenue, ,Onalaska,Washington,98570-9604,Kristen  Soderback,ksoderback@onysd.wednet.edu,360.978.4111, Public School,P,Middle School,Public
-122.903815958858956,48.698521749021886,1531,1892,48.6985275604,-122.903830916,29801,Northwest Educational Service District 189,28137,Orcas Island School District,OASIS K-12,K,12,557 SCHOOL RD, ,EASTSOUND,Washington,98245-0000,Becky  Bell,bbell@orcas.k12.wa.us,360.376.2284," Alternative School, Public School",A,K-12,Public
-122.903602968748714,48.698911466801903,1532,2749,48.698917278,-122.903617926,29801,Northwest Educational Service District 189,28137,Orcas Island School District,Orcas Island Elementary School,K,5,611 SCHOOL RD, ,EASTSOUND,Washington,98245-0000,Lorena  Stankevich,lstankevich@orcas.k12.wa.us,360.376.2286," Public School, Regular School",P,Elementary School,Public
-122.902874786581023,48.698905941822566,1533,4558,48.698911753,-122.902889743,29801,Northwest Educational Service District 189,28137,Orcas Island School District,Orcas Island Middle School,6,8,715 SCHOOL RD, ,EASTSOUND,Washington,98245-0000,Kyle  Freeman,kfreeman@orcas.k12.wa.us,360.376.2287," Public School, Regular School",P,Middle School,Public
-123.030815020167339,48.707734201644875,1534,3808,48.7077399996,-123.03083,29801,Northwest Educational Service District 189,28137,Orcas Island School District,Waldron Island School,1,8,1 SCHOOL ROAD, ,WALDRON ISLAND,Washington,98297-0000,Barbara  Kline,bkline@orcas.k12.wa.us,(360) 376-2287," Public School, Regular School",P,Other,Public
-119.43900027648273,48.934502046756471,1535,2706,48.9345082401,-119.439014686,04801,North Central Educational Service District 171,24410,Oroville School District,Oroville Middle-High School,7,12,816 Juniper, ,Oroville,Washington,98844-9519,Omar  Montejano,omar.montejano@oroville.wednet.edu,509.476.3612," Public School, Regular School",P,Other,Public
-122.20908122065326,47.100625042631556,1536,5011,47.1006308416,-122.209095692,17801,Puget Sound Educational Service District 121,27344,Orting School District,Orting Special Education,PK,PK,316 Washington Ave N, ,Orting,Washington,98360,Christopher  Willis,willisc@orting.wednet.edu,360.893.6500," Public School, Special Education School",S,PK Only,Public
-117.140424600876429,47.013474568796781,1537,1961,47.0134808666,-117.140438145,32801,Educational Service District 101,38301,Palouse School District,Palouse at Garfield Middle School,6,8,600 E Alder Street, ,Palouse,Washington,99161-8780,zane  Wells,zwells@garpal.wednet.edu,509.635.1331," Public School, Regular School",P,Middle School,Public
-117.071057489308089,46.912634702853467,1538,2622,46.912641,-117.071071,32801,Educational Service District 101,38301,Palouse School District,Palouse Elementary,PK,5,600 E Alder Street, ,Palouse,Washington,99161-8780,Mike  Jones,mjones@garpal.net,509.878.1921," Public School, Regular School",P,Elementary School,Public
-117.070924489480689,46.912201703171633,1539,2634,46.912208,-117.070938,32801,Educational Service District 101,38301,Palouse School District,Palouse High School,9,12,600 East Alder Street, ,Palouse,Washington,99161-8780,Mike  Jones,mjones@garpal.net,509.878.1921," Public School, Regular School",P,High School,Public
-119.10289678023301,46.228002697799383,1540,1970,46.2280087491,-119.102910531,11801,Educational Service District 123,11001,Pasco School District,Pasco Early Childhood,PK,PK,1215 W Lewis, ,Pasco,Washington,99301-0000,Tracy  Wilson,twilson@psd1.org,509.543.6703," Public School, Regular School",P,PK Only,Public
-119.906516119355572,48.051902002060444,1541,2397,48.0519080931,-119.906530405,04801,North Central Educational Service District 171,24122,Pateros School District,Pateros High School,7,12,P O BOX 98, ,PATEROS,Washington,98846-0098,Michael  Hull,mhull@pateros.org,509.923.2343," Public School, Regular School",P,Other,Public
-123.299203464042861,46.574957339533164,1542,1925,46.5749629999,-123.299218,34801,Capital Region ESD 113,21301,Pe Ell School District,Trojan Alternative School,9,12,P.O. Box 368, ,Pe Ell,Washington,98572-0368,F. Patrick Meehan,pmeehan@peell.k12.wa.us,(360) 291-3244," Alternative School, Public School",A,High School,Public
-117.596846910109349,46.472935136234859,1543,3087,46.47294135,-117.596860431,11801,Educational Service District 123,12110,Pomeroy School District,Pomeroy Elementary School,K,6,P.O. Box 950, ,Pomeroy,Washington,99347-0950,Kim  Spacek,kspacek@psd.wednet.edu,509.843.1651," Public School, Regular School",P,Elementary School,Public
-123.457112728029642,48.118830729020544,1544,4003,48.118836453,-123.457127635,18801,Olympic Educational Service District 114,05121,Port Angeles School District,Lincoln High School,9,12,924 W 9TH ST, ,PORT ANGELES,Washington,98363-5748,Cindy  Crumb,ccrumb@portangelesschools.org,360.565.1878," Alternative School, Public School",A,High School,Public
-123.433669636233816,48.115491452348415,1545,1715,48.1154971784,-123.433684539,18801,Olympic Educational Service District 114,05121,Port Angeles School District,Parents As Partners,K,8,216 E 4TH ST, ,PORT ANGELES,Washington,98362-3200,Cindy  Crumb,ccrumb@portangelesschools.org,(360) 565-1878," Alternative School, Public School",A,Other,Public
-123.390375107188149,48.102552270193293,1546,5115,48.102558,-123.39039,18801,Olympic Educational Service District 114,05121,Port Angeles School District,Roosevelt Elementary School,K,6,106 Monroe Road, ,Port Angeles,Washington,98362,Michelle  Olsen,MOlsen@portangelesschools.org,360.452.8973," Public School, Regular School",P,Elementary School,Public
-123.433669636233816,48.115491452348415,1547,1897,48.1154971784,-123.433684539,18801,Olympic Educational Service District 114,05121,Port Angeles School District,Special Education,PK,12,216 E 4TH ST, ,PORT ANGELES,Washington,98362-3200,PAMELA  SANFORD,PSANFORD@PORTANGELESSCHOOLS.ORG,360.565.3740," Public School, Special Education School",S,PK-12,Public
-118.318219378432389,46.298447868508298,1548,3574,46.298454,-118.318233,11801,Educational Service District 123,36402,Prescott School District,Prescott Elementary School,K,6,PO BOX 65,207 SOUTH A ST,PRESCOTT,Washington,99348-0065,Jodi N Thew,jthew@prescott.k12.wa.us,509.849.2217," Public School, Regular School",P,Elementary School,Public
-118.320088378675749,46.297366868565533,1549,5157,46.2973729996,-118.320102,11801,Educational Service District 123,36402,Prescott School District,Prescott Special Ed Pre-school,PK,PK,PO BOX 65, ,PRESCOTT,Washington,99348,Jodi N Thew,jthew@prescott.k12.wa.us,509.849.2217," Public School, Special Education School",S,PK Only,Public
-122.311848787793551,47.090355220745678,1550,5088,47.090361009,-122.311863275,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Carson Elementary,PK,6,8615 184th St E, ,Puyallup,Washington,98375,Abigail  Chandler,ChandAB@puyallup.k12.wa.us,253.840.8808," Public School, Regular School",P,Elementary School,Public
-122.260003048801877,47.106252000717276,1551,5093,47.106257795,-122.260017531,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Edgerton Elementary,PK,6,16528 127th Ave Ct E, ,Puyallup,Washington,98374,Eric  Molver,MolverES@puyallup.k12.wa.us,253.840.8809," Public School, Regular School",P,Elementary School,Public
-122.301954715338439,47.160667610382561,1552,1640,47.1606734038,-122.301969216,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Puyallup Online Academy/POA,K,12,716 South Hill Park Drive,Suite B,Puyallup,Washington,98373,Adriana  Julian,JuliaAC@puyallup.k12.wa.us,253.841.8630," Alternative School, Public School",A,K-12,Public
-122.295263646534934,47.191743697515655,1553,3951,47.1917494926,-122.295278153,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,PSD Special Services,PK,12,Puyallup School District Speci,214 W. Main,Puyallup,Washington,98371, , , ," Public School, Special Education School",S,PK-12,Public
-122.874765256633211,47.823336229706321,1554,5081,47.823342,-122.87478,18801,Olympic Educational Service District 114,16048,Quilcene School District,Crossroads Community School,9,12,PO Box 40, ,Quilcene,Washington,98376,Gary  Stebbins,gstebbins@qsd48.org,360.765.3363," Alternative School, Public School",A,High School,Public
-124.386035063033987,47.946932006888439,1555,1671,47.9469376243,-124.386050077,18801,Olympic Educational Service District 114,05402,Quillayute Valley School District,District Run Home School,K,12,411 S Spartan Avenue, ,Forks,Washington,98331-9027,Cindy  Feasel,cindy.feasel@qvschools.org,360.374.6262 ext.356," Alternative School, Public School",A,K-12,Public
-124.383774987082788,47.946077383190016,1556,1500,47.946083,-124.38379,18801,Olympic Educational Service District 114,05402,Quillayute Valley School District,Forks Alternative School,9,12,411 S Spartan Ave, ,Forks,Washington,98331-0000,Cindy  Feasel,cindy.feasel@qvschools.org,360.374.6262 ext.356," Alternative School, Public School",A,High School,Public
-124.38376498680158,47.948487382542787,1557,5071,47.948493,-124.38378,18801,Olympic Educational Service District 114,05402,Quillayute Valley School District,Insight School of Washington,9,12,411 South Spartan Ave, ,Forks,Washington,98331,Darice  Bales,darice.bales@k12insightwa.org,425.533.2700 ext. 2004," Alternative School, Public School",A,High School,Public
-119.854471818088243,47.234110127156697,1558,1506,47.234116172,-119.854485913,04801,North Central Educational Service District 171,13144,Quincy School District,Quincy Innovation Academy,9,12,404 1st Ave SW, ,Quincy,Washington,98848-1201,Kathie  Brown,kbrown@qsd.wednet.edu,509.787.1678," Alternative School, Public School",A,High School,Public
-123.725488372004861,46.685891377468351,1559,1672,46.6858970001,-123.725503,34801,Capital Region ESD 113,25116,Raymond School District,Developmental Preschool,PK,PK,1016 Commercial Street, ,Raymond,Washington,98577-0000,Chris  Cady,ccady@raymondk12.org,360.942.2435," Public School, Special Education School",S,PK Only,Public
-117.875941236643541,47.668049606050928,1560,2478,47.6680558782,-117.875955061,32801,Educational Service District 101,22009,Reardan-Edwall School District,Reardan Middle-Senior High School,6,12,PO BOX 225, ,REARDAN,Washington,99029-0000,Deborah  Newsum,dnewsum@reardan.net,509.796.2711," Public School, Regular School",P,Other,Public
-122.203750291735588,47.514306655625255,1561,1534,47.5143124789,-122.203764854,17801,Puget Sound Educational Service District 121,17403,Renton School District,Griffin Home,6,12,2500 Lake Washington Blvd N, ,Renton,Washington,98056-2508,Travis  Hall,travis.hall@rentonschools.us,425.204.2550," Public School, Special Education School",S,Other,Public
-122.197814083796587,47.456378077025889,1562,1784,47.4563838975,-122.197828632,17801,Puget Sound Educational Service District 121,17403,Renton School District,H.O.M.E. Program,K,12,2607 Jones Ave S, ,Renton,Washington,98055-5102,Kay  Edgerton,kathryn.edgerton@rentonschools.us,425.204.2520," Alternative School, Public School",A,K-12,Public
-122.220672994603888,47.474282064454712,1563,1648,47.4742878838,-122.220687551,17801,Puget Sound Educational Service District 121,17403,Renton School District,Out Of District Facility,PK,12,300 SW 7th St, ,Renton,Washington,98055-2307,Jennifer  Traufler,jennifer.traufler@rentonschools.us,425.204.2302," Public School, Special Education School",S,PK-12,Public
-118.726892792621442,48.641803749683611,1564,2789,48.6418099998,-118.726907,32801,Educational Service District 101,10309,Republic School District,Republic Elementary School,K,6,30306 E HIGHWAY 20, ,REPUBLIC,Washington,99166,John  Glenewinkel,jgwinkel@republic.wednet.edu,509.775.3173," Public School, Regular School",P,Elementary School,Public
-118.726892792621442,48.641803749683611,1565,3559,48.6418099998,-118.726907,32801,Educational Service District 101,10309,Republic School District,Republic Junior High,7,8,30306 E Highway 20, ,Republic,Washington,99166-8746,John  Glenewinkel,jgwinkel@republic.wednet.edu,509.775.3173," Public School, Regular School",P,Middle School,Public
-118.726892792621442,48.641803749683611,1566,1898,48.6418099998,-118.726907,32801,Educational Service District 101,10309,Republic School District,Republic Parent Partner,K,12,30306 EAST HIGHWAY 20, ,REPUBLIC,Washington,99166-0000,John  Glenewinkel,jgwinkel@republic.wednet.edu,509.775.3173," Alternative School, Public School",A,Other,Public
-119.276786209743207,46.27229396220384,1567,4295,46.2723,-119.2768,11801,Educational Service District 123,03400,Richland School District,Rivers Edge High School,6,12,975 Gillespie, ,Richland,Washington,99352-0000,Dan  Chubb,Dan.Chubb@RSD.EDU,509.967.6450," Alternative School, Public School",A,Other,Public
-119.276735650016136,46.272806945938491,1568,5165,46.2728129835,-119.276749441,11801,Educational Service District 123,03400,Richland School District,Three Rivers Home Link,K,12,1710 Van Giesen, ,Richland,Washington,99352,Tyler  Reeser,Tyler.Reeser@rsd.edu,509.967.6450," Alternative School, Public School",A,K-12,Public
-117.350928817535376,47.969324176774819,1569,1919,47.969330523,-117.350942608,32801,Educational Service District 101,32416,Riverside School District,Independent Scholar,K,12,34515 N. Newport Highway, ,Chattaroy,Washington,99003-9734,Lynn  Rowse,lynn.rowse@rsdmail.org,509.464.8478," Alternative School, Public School",A,K-12,Public
-117.356137727342158,47.96643531515987,1570,4033,47.96644166,-117.356151518,32801,Educational Service District 101,32416,Riverside School District,Riverside Elementary,PK,5,3802 East Deer Park-Milan Rd., ,Chattaroy,Washington,99003-9733,Samantha  Griggs,samantha.griggs@rsdmail.org,509.464.8350," Public School, Regular School",P,Elementary School,Public
-121.908071470538189,47.652260443275203,1571,1756,47.6522663052,-121.908086014,17801,Puget Sound Educational Service District 121,17407,Riverview School District,CLIP,9,12,32302 NE 50th Street, ,Carnation,Washington,98014,John  Bomar,bomarj@rsd407.org,425.844.4960," Alternative School, Public School",A,High School,Public
-121.907860455953127,47.652211138269791,1572,1854,47.652217,-121.907875,17801,Puget Sound Educational Service District 121,17407,Riverview School District,PARADE,PK,12,32302 NE 50th St, ,Carnation,Washington,98014-6332,John  Bomar,bomarj@rsd407.org,425.844.4960," Alternative School, Public School",A,PK-12,Public
-123.09637043267854,46.822386879121545,1573,1735,46.8223925727,-123.09638499,34801,Capital Region ESD 113,34401,Rochester School District,H.e.a.r.t. High School,9,12,10140 Highway 12 SW, ,Rochester,Washington,98579-8621,Matt  Ishler,mishler@rochester.wednet.edu,360.273.5536," Alternative School, Public School",A,High School,Public
-119.624286015783255,46.910618953221352,1574,3090,46.910625,-119.6243,39801,Educational Service District 105,13160,Royal School District,Red Rock Elementary,K,3,PO Box 486, ,Royal City,Washington,99357-0486,David  Andra,dandra@royalsd.org,509.346.2206," Public School, Regular School",P,Elementary School,Public
-119.626626014705565,46.911159953444567,1575,3620,46.911166,-119.62664,39801,Educational Service District 105,13160,Royal School District,Royal Middle School,7,8,PO Box 486, ,Royal City,Washington,99357-0486,David  Jaderlund,djaderlund@royalsd.org,509.346.2268," Public School, Regular School",P,Middle School,Public
-123.020442015571177,48.533577291226635,1576,1963,48.5335830822,-123.020456951,29801,Northwest Educational Service District 189,28149,San Juan Island School District,Griffin Bay School,K,12,PO Box 458, ,Friday Harbor,Washington,98250-0000,Karen  McVeigh,karimcveigh@sjisd.wednet.edu,360.378.4133," Alternative School, Public School",A,K-12,Public
-122.330095401738092,47.58093418637548,1577,5048,47.5809399999,-122.33011,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Birth to 3 Contracts,PK,PK,P.O. Box 34165, ,Seattle,Washington,98124-1165,Julie  Mack,jmack@seattleschools.org,206.252.0887," Public School, Special Education School",S,PK Only,Public
-122.373162661973026,47.694284807280056,1578,1751,47.6942906232,-122.373177293,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Cascade Parent Partnership Program,K,12,2919 1st Avenue West, ,SEATTLE,Washington,98119,Owen  Gonder,oigonder@seattleschools.org,206.252.4720," Alternative School, Public School",A,K-12,Public
-122.325874859047914,47.706525377034474,1579,1547,47.706531198,-122.325889485,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Middle College High School,9,12,401 NE Northgate Way,#203,SEATTLE,Washington,98125,Elizabeth  McFarland,emmcfarland@seattleschools.org,206.252.9905," Public School, Regular School",P,High School,Public
-122.300917577553449,47.608538381703987,1580,3868,47.6085442,-122.300932178,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Nova High School,9,12,301 21st Avenue East, ,SEATTLE,Washington,98122-5364,Mark  Perry,mcperry@seattleschools.org,206.252.3500," Alternative School, Public School",A,High School,Public
-122.346524785227729,47.615693060825684,1581,5046,47.6156988748,-122.346539395,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Private School Services,PK,12,PO BOX 34165,MS-31-720,Seattle,Washington,98124-1165,Michaela  Clancy,cmclancy@seattleschools.org,206.252.0054," Public School, Special Education School",S,PK-12,Public
-122.370239896961991,47.639057442894696,1582,4263,47.6390632557,-122.370254516,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Residential Consortium,PK,12,2142 10 AV W, ,SEATTLE,Washington,98119-2845,Martha  Lawson,mlawson@seattleschools.org,206.252.0883," Public School, Special Education School",S,PK-12,Public
-122.270651423480828,47.52581718291092,1583,3778,47.525823,-122.270666,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,South Lake High School,9,12,8601 Rainier Ave S, ,SEATTLE,Washington,98118-4631,Laura  Davis-Brown,lldavisbrown@seattleschools.org,206.252.6600," Alternative School, Public School",A,High School,Public
-122.348708312964959,47.622097704813221,1584,1856,47.622103519,-122.348722924,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,The Center School,9,12,305 HARRISON ST, ,SEATTLE,Washington,98109-4623,Barbara  Casey,blcasey@seattleschools.org,206.252.9855," Public School, Regular School",P,High School,Public
-122.252235792394146,48.507858271282721,1585,5058,48.5078641431,-122.252250595,29801,Northwest Educational Service District 189,29101,Sedro-Woolley School District,Good Beginnings Center,PK,PK,780 Cook Rd, ,Sedro-Woolley,Washington,98273,Tony  Smith,imullan@swsd.k12.wa.us,360.833.3565," Public School, Special Education School",S,PK Only,Public
-123.107978059218638,48.086331012064853,1586,4519,48.086336771,-123.107992902,18801,Olympic Educational Service District 114,05323,Sequim School District,Sequim Middle School,6,8,301 W. Hendrickson Rd., ,Sequim,Washington,98382-0000,Vincent  Riccobene,vriccobene@sequim.k12.wa.us,360.582.3500," Public School, Regular School",P,Middle School,Public
-122.96176506452008,48.57238420089466,1587,3725,48.57239,-122.96178,29801,Northwest Educational Service District 189,28010,Shaw Island School District,Shaw Island Elementary School,K,8,PO Box 426, ,Shaw Island,Washington,98286-0426,Diane  Clifton,dclifton@shaw.k12.wa.us,360.468.2570," Public School, Regular School",P,Other,Public
-122.3200396945996,47.766761148175334,1588,1771,47.7667669733,-122.320054334,17801,Puget Sound Educational Service District 121,17412,Shoreline School District,Home Education Exchange,K,10,2800 NE 200th, ,Shoreline,Washington,98155,Ron  Jones,ron.jones@shorelineschools.org,206.393.3389," Alternative School, Public School",A,Other,Public
-122.329581503189189,47.764593780917544,1589,1667,47.7645996049,-122.329596143,17801,Puget Sound Educational Service District 121,17412,Shoreline School District,Handicapped Contractual Services,PK,12,18560 1st Avenue N.E., ,Shoreline,Washington,98155-2148,Rebecca Lee Miner,rebecca.miner@shorelineschools.org,206.393.4203," Public School, Special Education School",S,PK-12,Public
-122.299696145032954,47.774543576847584,1590,1942,47.774549404,-122.299710783,17801,Puget Sound Educational Service District 121,17412,Shoreline School District,Cascade K-8 Community School,K,8,2800 NE 200th, ,Shoreline,Washington,98155,Chrisy  Francescutti,chrisy.francescutti@shorelineschools.org,206.393.4181," Alternative School, Public School",A,Other,Public
-121.361666535468999,47.709268079026394,1591,2512,47.709274,-121.361681,17801,Puget Sound Educational Service District 121,17404,Skykomish School District,Skykomish Elementary School,PK,8,P.O. Box 325, ,Skykomish,Washington,98288-0325,Thomas  Jay,tjay@skykomish.wednet.edu,360.677.2623," Public School, Regular School",P,Other,Public
-122.086861137212736,47.927551123196913,1592,1757,47.9275569808,-122.086875774,29801,Northwest Educational Service District 189,31201,Snohomish School District,Snohomish Online Learning,7,12,525 13th Street, ,Snohomish,Washington,98290-0000,June  Shirey,june.shirey@sno.wednet.edu,(360) 563-4185," Alternative School, Public School",A,Other,Public
-122.087042362408809,47.926657141857746,1593,3981,47.926663,-122.087057,29801,Northwest Educational Service District 189,31201,Snohomish School District,High School Re Entry,9,12,1601 Avenue D, ,Snohomish,Washington,98290-0000,June  Shirey,june.shirey@sno.wednet.edu,(360) 563-7289," Alternative School, Public School",A,High School,Public
-122.100326319870319,47.932712974569135,1594,1904,47.9327188305,-122.10034096,29801,Northwest Educational Service District 189,31201,Snohomish School District,Parent Partnership,K,12,525 13th Street, ,Snohomish,Washington,98290-0000,June  Shirey,june.shirey@sno.wednet.edu,(360) 563-7289," Alternative School, Public School",A,K-12,Public
-122.100326319870319,47.932712974569135,1595,1730,47.9327188305,-122.10034096,29801,Northwest Educational Service District 189,31201,Snohomish School District,Snohomish Center,K,12,1601 Avenue D, ,Snohomish,Washington,98290-0000,Scott  Peacock,Scott.Peacock@sno.wednet.edu,360.563.7282," Public School, Special Education School",S,K-12,Public
-121.827912969535703,47.528215900625312,1596,5181,47.5282217629,-121.827927472,17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,Snoqualmie Access,PK,12,P.O. Box 400, ,Snoqualmie,Washington,98065,Nancy  Meeks,meeksn@svsd410.org,425.831.8015," Public School, Special Education School",S,PK-12,Public
-121.781834842590087,47.496052117060202,1597,1502,47.496057983,-121.78184933,17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,Two Rivers School,6,12,330 BALLARAT AVE N, ,NORTH BEND,Washington,98045-0000,Rhonda L Schmidt,schmidtr@svsd410.org,425.831.4200," Alternative School, Public School",A,Other,Public
-123.790775367753483,46.661877384472859,1598,2804,46.661883,-123.79079,34801,Capital Region ESD 113,25118,South Bend School District,Chauncey Davis Elementary,K,6,PO BOX 437, ,SOUTH BEND,Washington,98586-0437,KRESTA L BYINGTON,kbyington@southbend.wednet.edu,(360)  875 5615," Public School, Regular School",P,Elementary School,Public
-122.627104215494029,47.525014480306304,1599,1718,47.5250202599,-122.627118851,18801,Olympic Educational Service District 114,18402,South Kitsap School District,Explorer Academy,K,12,1962 HOOVER AVE SE, ,PORT ORCHARD,Washington,98366-0000,PAT  OSTER,oster@skschools.org,360.443.3605," Alternative School, Public School",A,K-12,Public
-122.600406368521519,47.529474216623818,1600,5072,47.52948,-122.600421,18801,Olympic Educational Service District 114,18402,South Kitsap School District,Madrona Heights PreSchool Program,PK,PK,2150 Fircrest Dr SE, ,Port Orchard,Washington,98366,Robin  Christman,christmanr@skschools.org,360.874.3627," Preschool, Public School",P,PK Only,Public
-122.40393528480331,48.034684169963754,1601,1683,48.03469,-122.40395,29801,Northwest Educational Service District 189,15206,South Whidbey School District,South Whidbey Special Services,PK,1,5520 Maxwelton Road, ,Langley,Washington,98260-0346,Dr. Jeff  Fankhauser,jfankhauser@sw.wednet.edu,360.221.6100," Public School, Special Education School",S,Elementary School,Public
-122.410030287100255,48.005314543366666,1602,1682,48.0053203718,-122.410044996,29801,Northwest Educational Service District 189,15206,South Whidbey School District,South Whidbey Academy,10,12,5675 Maxwelton Road, ,Langley,Washington,98260,John   Patton,jpatton@sw.wednet.edu,360.221.4300," Alternative School, Public School",A,High School,Public
-122.107901346290859,47.986335140683977,1603,3408,47.986341,-122.107916,29801,Northwest Educational Service District 189,31004,Lake Stevens School District,Lake Stevens Middle School,6,7,1031 91st Ave SE, ,Lake Stevens,Washington,98258,Lisa  Sanchez,lisa_sanchez@lkstevens.wednet.edu,425.335.1532," Public School, Regular School",P,Middle School,Public
-122.192316498358082,47.245831190305843,1604,3683,47.245837,-122.192331,17801,Puget Sound Educational Service District 121,27343,Dieringer School District,Lake Tapps Elementary,1,3,1320 178th Avenue E., ,Lake Tapps,Washington,98391-6411,Pat  Webster,pwebster@dieringer.wednet.edu,253.862.6600," Public School, Regular School",P,Elementary School,Public
-122.122289494703551,47.316619179033097,1605,4120,47.316625,-122.122304,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Lake View Elementary School,PK,5,16401 SE 318TH ST, ,AUBURN,Washington,98092-9285,Dan  St Mary,dstmary@auburn.wednet.edu,253.931.4830," Public School, Regular School",P,Elementary School,Public
-122.181411404845775,47.673374165809953,1606,2739,47.67338,-122.181426,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Lake Washington High,9,12,12033 NE 80TH, ,Kirkland,Washington,98033-8117,Christina  Thomas,cthomas@lwsd.org,425.936.1700," Public School, Regular School",P,High School,Public
-122.046912492130176,47.384362168250135,1607,3286,47.384368,-122.046927,17801,Puget Sound Educational Service District 121,17409,Tahoma School District,Lake Wilderness Elementary,PK,5,24216 Witte Road SE, ,Maple Valley,Washington,98038-6827,Audrey  Meyers,ameyers@tahomasd.us,425.413.3501," Public School, Regular School",P,Elementary School,Public
-122.151602465262073,47.425930176816436,1608,3550,47.425936,-122.151617,17801,Puget Sound Educational Service District 121,17415,Kent School District,Lake Youngs Elementary School,PK,6,19660 142nd Ave SE, ,Kent,Washington,98042-3006,Brian  Hutchison,Brian.Hutchison@kent.k12.wa.us,253.373.7646," Public School, Regular School",P,Elementary School,Public
-122.292928474071743,47.280125198761702,1609,2841,47.280131,-122.292943,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Lakeland Elementary School,PK,5,35827 32ND AV S, ,AUBURN,Washington,98001-9327,Ra'Jeanna  Conerly,rconerly@fwps.org,253.945.3000," Public School, Regular School",P,Elementary School,Public
-122.215486492769813,47.254340192509936,1610,5051,47.254346,-122.215501,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Lakeland Hills Elementary,K,5,1020 Evergreen Way SE, ,AUBURN,Washington,98092-8019,Colleen  Barlow,cbarlow@auburn.wednet.edu,253.876.7711," Public School, Regular School",P,Elementary School,Public
