ESDCode,ESDName,LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,AddressLine1,AddressLine2,City,State,ZipCode,PrincipalName,Email,Phone,OrgCategoryList,AYPCode,GradeCategory
34801,Capital Region ESD 113,34401,Rochester School District,2527,Rochester Primary School,PK,2,7440 James Rd,,Rochester,Washington,98579-9356,Amy  Roney,aroney@rochester.wednet.edu,360.273.5161," Public School, Regular School",P,Elementary School
34801,Capital Region ESD 113,34401,Rochester School District,3067,Rochester Middle School,6,8,P.O. Box 398,,Rochester,Washington,98579-0398,William  Maus,wmaus@rochester.wednet.edu,360.273.5958," Public School, Regular School",P,Middle School
34801,Capital Region ESD 113,34401,Rochester School District,3801,Grand Mound Elementary,3,5,7710 James Rd SW,,Rochester,Washington,98579-9355,Kelley Lynn Bremgartner,kbremgartner@rochester.wednet.edu,360.273.5512," Public School, Regular School",P,Elementary School
34801,Capital Region ESD 113,34401,Rochester School District,4326,Rochester High School,9,12,19800 Carper Rd Sw,,Rochester,Washington,98579-8601,Matt  Ishler,mishler@rochester.wednet.edu,360.273.5534," Public School, Regular School",P,High School
34801,Capital Region ESD 113,34402,Tenino School District,2457,Parkside Elementary,PK,2,PO Box 4024,,Tenino,Washington,98589-4024,Brock  Williams,williamsb@tenino.k12.wa.us,360.264.3800," Public School, Regular School",P,Elementary School
34801,Capital Region ESD 113,34402,Tenino School District,3509,Tenino High School,9,12,PO Box 4024,,Tenino,Washington,98589-4024,Garry  Cameron,camerong@tenino.k12.wa.us,360.264.3500," Public School, Regular School",P,High School
34801,Capital Region ESD 113,34402,Tenino School District,3795,Tenino Middle School,6,8,PO Box 4024,,Tenino,Washington,98589-4024,John  Neal,nealj@tenino.k12.wa.us,360.264.3600," Public School, Regular School",P,Middle School
34801,Capital Region ESD 113,34402,Tenino School District,4238,Tenino Elementary School,3,5,PO Box 4024,,Tenino,Washington,98589-4024,Charly  Harrington,harringtonc@tenino.k12.wa.us,360.264.3720," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,35200,Wahkiakum School District,2893,Julius A Wendt Elementary/John C Thomas Middle School,K ,8,PO Box 398,,CATHLAMET,Washington,98612-0398,Nikkole  Reese,nreese@wahksd.k12.wa.us,360.795.3261," Public School, Regular School",P,Other
06801,Educational Service District 112,35200,Wahkiakum School District,3467,Wahkiakum High School,9,12,PO Box 398,,CATHLAMET,Washington,98612-0398,Stephanie  Leitz,sleitz@wahksd.k12.wa.us,360.795.3271," Public School, Regular School",P,High School
11801,Educational Service District 123,36101,Dixie School District,2278,Dixie Elementary School,PK,5,PO BOX 40,,DIXIE,Washington,99329-0040,Matt  Bona,mbona@dixiesd.org,509.525.5339," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36140,Walla Walla Public Schools,2074,Berney Elementary School,K ,5,1718 PLEASANT ST,,WALLA WALLA,Washington,99362-3799,Paula Michelle Carpenter,mcarpenter@wwps.org,509.526.8534," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36140,Walla Walla Public Schools,2078,Green Park Elementary School,K ,5,1105 E ISAACS AVE,,WALLA WALLA,Washington,99362-2199,Rick James Kline,rkline@wwps.org,509.527.3077," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36140,Walla Walla Public Schools,2159,Prospect Point Elementary,K ,5,55 RESER RD,,WALLA WALLA,Washington,99362-8871,DANA  CHANDLER,dchandler@wwps.org,509.527.3088," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36140,Walla Walla Public Schools,2528,Edison Elementary School - Walla Walla,K ,5,1315 E ALDER ST,,WALLA WALLA,Washington,99362-3598,JULIE CHRISTINE PERRON,jperron@wwps.org,509.527.3072," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36140,Walla Walla Public Schools,2780,Pioneer Middle School,6,8,450 BRIDGE ST,,WALLA WALLA,Washington,99362-3599,KRISTINA Y DUNCAN,kduncan@wwps.org,509.527.3050," Public School, Regular School",P,Middle School
OSPI,Office of Superintendent of Public Instruction,11801,Educational Service District 123,3358,Walla Walla County Juvenile Detention,8,12,455 W. Rose Street,,WALLA WALLA,Washington,99362-0000,Carol  Pacheco,,(509)547-8441, Detention Center,J,High School
11801,Educational Service District 123,36140,Walla Walla Public Schools,3468,Walla Walla High School,9,12,800 ABBOTT RD,,WALLA WALLA,Washington,99362-9300,RON  HIGGINS,rhiggins@wwps.org,509.527.3020," Public School, Regular School",P,High School
11801,Educational Service District 123,36140,Walla Walla Public Schools,3510,Garrison Middle School,6,8,906 CHASE ST,,WALLA WALLA,Washington,99362-3996,Robert  Elizondo,relizondo@wwps.org,509.527.3040," Public School, Regular School",P,Middle School
11801,Educational Service District 123,36140,Walla Walla Public Schools,3728,Sharpstein Elementary School,K ,5,410 HOWARD ST,,WALLA WALLA,Washington,99362-3294,Maria Anderson Garcia,mgarcia@wwps.org,509.526.1696," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36140,Walla Walla Public Schools,4071,Lincoln High School,9,12,421 S. 4TH AVE,,WALLA WALLA,Washington,99362-2907,MARCI  KNAUFT,mknauft@wwps.org,509.527.3083," Alternative School, Public School",A,High School
11801,Educational Service District 123,36140,Walla Walla Public Schools,4193,Blue Ridge Elementary,PK,5,1150 W CHESTNUT ST,,WALLA WALLA,Washington,99362-3971,Kimberle  Doepker,kdoepker@wwps.org,509.527.3066," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36250,College Place School District,2114,Davis Elementary,PK,5,31 SE ASH STREET,,COLLEGE PLACE,Washington,99324-1771,Mark  Allen Ferraro,mferraro@cpps.org,509.525.5110," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36250,College Place School District,3541,John Sager Middle School,6,8,1775 SOUTH COLLEGE AVENUE,,COLLEGE PLACE,Washington,99324-1771,Scott Andrew Kasenga,skasenga@cpps.org,509.525.5300," Public School, Regular School",P,Middle School
11801,Educational Service District 123,36300,Touchet School District,2160,Touchet Elem & High School,K ,12,PO Box 135,,TOUCHET,Washington,99360-0135,John H Holcomb,jholcomb@touchet.k12.wa.us,509.394.2352," Public School, Regular School",P,K-12
11801,Educational Service District 123,36400,Columbia (Walla Walla) School District,3012,Columbia Middle School,6,8,755 Maple Street,,BURBANK,Washington,99323-0000,Mike  Taylor,mike.taylor@csd400.org,509.545.8571," Public School, Regular School",P,Middle School
11801,Educational Service District 123,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,K ,5,755 Maple Street,,BURBANK,Washington,99323-0000,Ian  Yale,ian.yale@csd400.org,509.547.9393," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36400,Columbia (Walla Walla) School District,4049,Columbia High School,9,12,755 Maple Street,,BURBANK,Washington,99323-0000,Kyle  Miller,kyle.miller@csd400.org,509.545.8573," Public School, Regular School",P,High School
11801,Educational Service District 123,36401,Waitsburg School District,2174,Preston Hall Middle School,6,8,P O Box 217,,Waitsburg,Washington,99361-0217,Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.9474," Public School, Regular School",P,Middle School
11801,Educational Service District 123,36401,Waitsburg School District,2386,Waitsburg High School,9,12,P O Box 217,,Waitsburg,Washington,99361-0217,Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.6351," Public School, Regular School",P,High School
11801,Educational Service District 123,36401,Waitsburg School District,2712,Waitsburg Elementary School,PK,5,P O Box 217,,Waitsburg,Washington,99361-0217,Mark  Pickel,mpickel@waitsburgsd.org,509.337.6461," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36402,Prescott School District,3574,Prescott Elementary School,K ,6,PO BOX 65,207 SOUTH A ST,PRESCOTT,Washington,99348-0065,Jodi N Thew,jthew@prescott.k12.wa.us,509.849.2217," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,36402,Prescott School District,3575,Prescott Jr Sr High,7,12,PO BOX 65,207 SOUTH A STREET,PRESCOTT,Washington,99348-0065,JODI N THEW,jthew@prescott.k12.wa.us,509.849.2217," Public School, Regular School",P,Other
29801,Northwest Educational Service District 189,37501,Bellingham School District,1647,Options High School,9,12,2015 Franklin St,,Bellingham,Washington,98225-5909,Byron  Gerard,byron.gerard@bellinghamschools.org,360.647.6871," Alternative School, Public School",A,High School
29801,Northwest Educational Service District 189,37501,Bellingham School District,1799,Visions (Seamar Youth Center),6,12,2015 Franklin Street,,Bellingham,Washington,98225-5909,Steve  Clarke,steve.clarke@bellinghamschools.org,360.676.6510," Alternative School, Public School",A,Other
29801,Northwest Educational Service District 189,37501,Bellingham School District,2066,Fairhaven Middle School,6,8,110 Park Ridge Rd,,Bellingham,Washington,98225-7907,Steven  Ruthford,steven.ruthford@bellinghamschools.org,360.676.6450," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2067,Roosevelt Elementary School,PK,5,2900 Yew St,,Bellingham,Washington,98226-6127,Thomas  Gresham,Tom.gresham@bellinghamschools.org,360.676.6440," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2075,Whatcom Middle School,6,8,810 Halleck St,,Bellingham,Washington,98225-3243,Jeffrey  Coulter,jeffrey.coulter@bellinghamschools.org,360.676.6460," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2175,Silver Beach Elementary School,PK,5,4101 Academy St,,Bellingham,Washington,98226-4443,Nicole  Talley,nicole.talley@bellinghamschools.org,360.676.6443," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2225,Lowell Elementary School ,PK,5,935 14th St,,Bellingham,Washington,98225-6305,Mary  Sepler,mary.sepler@bellinghamschools.org,360.676.6430," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2262,Geneva Elementary School,PK,5,1401 Geneva St,,Bellingham,Washington,98229-5218,Sharece  Steinkamp,sharece.steinkamp@bellinghamschools.org,360.676.6416," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2365,Columbia Elementary School,PK,5,2508 Utter St,,Bellingham,Washington,98225-2799,Aaron  Darragh,aaron.darragh@bellinghamschools.org,360.676.6413," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2387,Sunnyland Elementary School,PK,5,2800 James St,,Bellingham,Washington,98225-2639,Lynn  Heimsoth,lynn.heimsoth@bellinghamschools.org,360.676.6446," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2431,Birchwood Elementary School,PK,5,3200 Pinewood Ave,,Bellingham,Washington,98225-1436,Matthew  Whitten,matthew.whitten@bellinghamschools.org,360.676.6446," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2553,Bellingham High School,9,12,2020 Cornwall Ave,,Bellingham,Washington,98225-3648,Linda  Miller,linda.miller@bellinghamschools.org,360.676.6575," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,37501,Bellingham School District,2817,Carl Cozier Elementary School,PK,5,1330 Lincoln St,,Bellingham,Washington,98229-6238,Arionda  Feeney,arionda.feeney@bellinghamschools.org,360.676.6410," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,3134,Happy Valley Elementary School,PK,5,1041 24th St,,Bellingham,Washington,98225-8603,Nick  Hayes,nick.hayes@bellinghamschools.org,360.676.6420," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,3200,Alderwood Elementary School,PK,5,3400 Hollywood Ave,,Bellingham,Washington,98225-1134,Micah  Smith,micah.smith@bellinghamschools.org,360.676.6404," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,3201,Shuksan Middle School,6,8,2717 Alderwood Ave,,Bellingham,Washington,98225-1222,Amy  Carder,amy.carder@bellinghamschools.org,360.676.6454," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37501,Bellingham School District,3202,Parkview Elementary School,PK,5,3033 Coolidge Dr,,Bellingham,Washington,98225-1803,Mylo   Allen,mylo.allen@bellinghamschools.org,360.676.6433," Public School, Regular School",P,Elementary School
OSPI,Office of Superintendent of Public Instruction,29801,Northwest Educational Service District 189,3420,Whatcom Co Detention Center,8,12,311 GRAND AVE 6TH FL,,BELLINGHAM,Washington,98225-4046,Steve  Dahl,sdahl@nwesd.org,360.299.4000, Detention Center,J,High School
29801,Northwest Educational Service District 189,37501,Bellingham School District,3576,Sehome High School,9,12,2700 Bill McDonald Pkwy,,Bellingham,Washington,98225-5909,Michelle  Kuss-Cybula,michelle.kuss-cybula@bellinghamschools.org,360.676.6481," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,37501,Bellingham School District,4442,Kulshan Middle School,6,8,1250 Kenoyer Dr,,Bellingham,Washington,98229-2346,Meagan  Dawson,meagan.dawson@bellinghamschools.org,360.676.4886," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37501,Bellingham School District,4515,Squalicum High School,9,12,3773 E McLeod Rd,,Bellingham,Washington,98226-7728,Miguel  Perez,miguel.perez@bellinghamschools.org,360.676.6471," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,37501,Bellingham School District,4571,Northern Heights Elementary Schl,PK,5,4000 Magrath Rd,,Bellingham,Washington,98226-1729,Pamela   Pottle,pamela.pottle@bellinghamschools.org,360.647.6820," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37502,Ferndale School District,2263,Beach Elem,K ,5,3786 Centerview Road,,Lummi Island,Washington,98262-0000,Mark   Hall,mark.hall@ferndalesd.org,360.383.9440," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37502,Ferndale School District,2458,Central Elementary,PK,5,P.O. Box 187,,Ferndale,Washington,98248-0068,Georgia  Dellinger,georgia.dellinger@ferndalesd.org,360.383.9600," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37502,Ferndale School District,2488,Ferndale High School,9,12,P.O. Box 428,,Ferndale,Washington,98248-0428,Jeremy  Vincent,jeremy.vincent@ferndalesd.org,360.383.9243," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,37502,Ferndale School District,2607,Custer Elem,K ,5,7660 Custer School Road,,Custer,Washington,98240-0125,Kimberly  Hawes,kim.hawes@ferndalesd.org,360.383.9500," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37502,Ferndale School District,3762,Vista Middle School,6,8,P.O. Box 1328,,Ferndale,Washington,98248-1328,Heather   Leighton,heather.leighton@ferndalesd.org,360.383.9371," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37502,Ferndale School District,4130,Skyline Elementary School,K ,5,P.O. Box 905,,Ferndale,Washington,98248-0068,William  Tipton,bill.tipton@ferndalesd.org,360.383.9451," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37502,Ferndale School District,4482,Eagleridge Elementary,K ,5,P.O. Box 1127,,Ferndale,Washington,98248-0000,Mischa  Burnett,mischa.burnett@ferndalesd.org,360.383.9704," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37502,Ferndale School District,4554,Horizon Middle School,6,8,P.O. Box 1769,,Ferndale,Washington,98248-0000,Faye  Britt,faye.britt@ferndalesd.org,360.383.9850," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37503,Blaine School District,2713,Blaine Elementary School,3,5,836 MITCHELL AVE,,BLAINE,Washington,98230-0000,Craig  Baldwin,cbaldwin@blainesd.org,360.332.5213," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37503,Blaine School District,3136,Blaine High School,9,12,1055 H STREET,,BLAINE,Washington,98230-0000,Wayne  Vezzetti,wvezzetti@blainesd.org,360.332.6045," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,37503,Blaine School District,3796,Blaine Middle School,6,8,975 H STREET,,BLAINE,Washington,98230-0000,Cabe  Vanderyacht,cvanderyacht@blainesd.org,360.332.8226," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37503,Blaine School District,4459,Point Roberts Primary,K ,3,PT. ROBERTS PRIMARY,2050 BENSON RD,POINT ROBERTS,Washington,98281-0000,Craig  Baldwin,cbaldwin@blainesd.org,360.945.2223," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37503,Blaine School District,4476,Blaine Primary School,PK,2,820 BOBLETT ST,,BLAINE,Washington,98230-0000,NANCY  BAKARICH,nbakarich@blainesd.org,360.332.1300," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37504,Lynden School District,2219,Lynden Middle School,6,8,8750 LINE RD,,LYNDEN,Washington,98264-0000,Molly  Mitchell-Mumma,mitchell-mummam@lynden.wednet.edu,360.354.2952," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37504,Lynden School District,3417,Fisher Elementary School,K ,5,501 N 14TH ST,,LYNDEN,Washington,98264-0000,Courtney E Ross,rossco@lynden.wednet.edu,360.354.4291," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37504,Lynden School District,4201,Lynden High School,9,12,1201 BRADLEY RD,,LYNDEN,Washington,98264-0000,Ian   Freeman,freemani@lynden.wednet.edu,360.354.4443," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,37504,Lynden School District,4324,Isom Elementary School,K ,5,8461 BENSON RD,,LYNDEN,Washington,98264-0000,Patrick   McClure,mcclurep@lynden.wednet.edu,360.354.1992," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37504,Lynden School District,4517,Vossbeck Elementary School,K ,5,1301 BRIDGEVIEW DR,,LYNDEN,Washington,98264-0000,Wendy   Barrett,barrettw@lynden.wednet.edu,360.354.0488," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37505,Meridian School District,1743,Meridian Special Programs,PK,PK,214 W LAUREL ROAD,,BELLINGHAM,Washington,98226-0000,Aaron  Jacoby,ajacoby@meridian.wednet.edu,360.398.7111," Public School, Special Education School",S,PK-12
29801,Northwest Educational Service District 189,37505,Meridian School District,2554,Meridian High School,9,12,194 W LAUREL ROAD,,BELLINGHAM,Washington,98226-0000,Derek  Forbes,dforbes@meridian.wednet.edu,360.398.8111," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,37505,Meridian School District,2584,Irene Reither Elementary School,PK,5,954 E. Hemmi Road,,Everson,Washington,98226-0000,PATTI  FOUTS,pfouts@meridian.wednet.edu,360.398.2111," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37505,Meridian School District,3930,Meridian Middle School,6,8,861 TEN MILE ROAD,,LYNDEN,Washington,98264-0000,JERRY  SANDERSON,gsanders@meridian.wednet.edu,360.398.2291," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,1823,Nooksack Valley Special Services,PK,PK,3326 E. Badger Road,,Everson,Washington,98247-0000,Megan  Vigre,megan.vigre@nv.k12.wa.us,360.988.9423," Public School, Special Education School",S,PK Only
29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,2459,Nooksack Valley High School,7,12,3326 East Badger Road,,Everson,Washington,98247-0000,Matt  Galley,matt.galley@nv.k12.wa.us,360.988.2641," Public School, Regular School",P,Other
29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,2489,Sumas Elementary,PK,5,1024 Lawson St,,Sumas,Washington,98295-0000,Kathy  Winslow,kathy.winslow@nv.k12.wa.us,(360) 988-9423," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,2687,Nooksack Valley Middle School,6,8,404 W. Columbia St.,,Everson,Washington,98247-0000,Joel  VanderYacht,joel.vanderyacht@nooksackschools.org,360.966.7561," Public School, Regular School",P,Jr High
29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,4428,Everson Elementary,PK,5,216 Everson Goshen Rd.,,Everson,Washington,98247-0000,Kevin  DeVere,kevin.devere@nv.k12.wa.us,(360) 966-2030," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,4525,Nooksack Elementary,PK,5,3333 Breckenridge Rd.,,Everson,Washington,98247-0000,Katie  Brown,katie.brown@nv.k12.wa.us,360.966.3321," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37507,Mount Baker School District,2343,Mount Baker Senior High,9,12,4936 DEMING RD,PO BOX 95,DEMING,Washington,98244-0095,Matt  Durand,mdurand@mtbaker.wednet.edu,360.383.2015," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,37507,Mount Baker School District,2585,Acme Elementary,K ,6,5200 TURKINGTON RD,PO BOX 9,ACME,Washington,98220-0000,Carly  Takata,ctakata@mtbaker.wednet.edu,360.383.2045," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37507,Mount Baker School District,3003,Mount Baker Junior High,7,8,4936 DEMING RD,PO BOX 95,DEMING,Washington,98244-0095,Matt  Durand,mdurand@mtbaker.wednet.edu,360.383.2015," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,37507,Mount Baker School District,3365,Harmony Elementary,K ,6,5060 SAND ROAD,,BELLINGHAM,Washington,98226-0000,Todd  Mathews,tmathews@mtbaker.wednet.edu,360.383.2050," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37507,Mount Baker School District,4533,Kendall Elementary,K ,6,7547 KENDALL RD,,MAPLE FALLS,Washington,98266-0000,Sue  Gribble,sgribble@mtbaker.wednet.edu,360.383.2055," Public School, Regular School",P,Elementary School
32801,Educational Service District 101,38126,LaCrosse School District,2087,Lacrosse Elementary School,K ,8,111 Hill Ave,,LaCrosse,Washington,99143-9702,Doug Arthur Curtis,dcurtis@lacrossesd.k12.wa.us,509.549.3591," Public School, Regular School",P,Other
32801,Educational Service District 101,38126,LaCrosse School District,2088,Lacrosse High School,9,12,111 Hill Avenue,,LaCrosse,Washington,99143-0218,Doug Arthur Curtis,dcurtis@lax.wednet.edu,(509) 549-3591," Public School, Regular School",P,High School
32801,Educational Service District 101,38264,Lamont School District,3137,Lamont Middle School,5,8,602 Main Street,,Lamont,Washington,99017-8769,Todd  Spear,tspear@lamont.wednet.edu,509.257.2463," Public School, Regular School",P,Middle School
32801,Educational Service District 101,38265,Tekoa School District,2052,Tekoa Elementary School,PK,6,PO Box 869,,TEKOA,Washington,99033-0869,Connie  Kliewer,ckliewer@tekoa.wednet.edu,509.284.2781," Public School, Regular School",P,Elementary School
32801,Educational Service District 101,38265,Tekoa School District,3418,Tekoa High School,7,12,PO Box 869,,TEKOA,Washington,99033-0869,Dan  Hutton,dhutton@tekoa.wednet.edu,509.284.3401," Public School, Regular School",P,Other
32801,Educational Service District 101,38267,Pullman School District,2499,Pullman High School,9,12,510 NW Greyhound Way,,Pullman,Washington,99163-3585,Juston  Pollestad,jpollestad@psd267.org,509.332.1551," Public School, Regular School",P,High School
32801,Educational Service District 101,38267,Pullman School District,2587,Franklin Elementary,PK,5,850 SE Klemgard,,Pullman,Washington,99163-5447,  ,,," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17401,Highline School District,5028,Big Picture School,6,12,440 S 186th St,,Burien,Washington,98148,Lisa  Escobar,lisa.escobar@highlineschools.org,206.631.7700," Alternative School, Public School",A,Other
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,5029,Sequoyah Middle School,6,8,3425 S 360th ST,,Auburn,Washington,98001-9339,Joseph  Rush,jrush@fwps.org,253.945.3670," Public School, Regular School",P,Middle School
18801,Olympic Educational Service District 114,05313,Crescent School District,5030,HomeConnection,K ,12,PO Box 20,,Joyce,Washington,98343,David  Bingham,daveb@crescent.wednet.edu,360.928.3311," Alternative School, Public School",A,K-12
34801,Capital Region ESD 113,14077,Taholah School District,5032,Taholah Elementary & Middle School,K ,8,PO Box 249,,Taholah,Washington,98587-0249,Patricia  Larriva,plarriva@taholah.org,360.276.4780," Public School, Regular School",P,Other
17801,Puget Sound Educational Service District 121,27403,Bethel School District,5033,Graham Kapowsin High School,9,12,22100 108th Ave E,,Graham,Washington,98338,Matt  Yarkosky,myarkosky@bethelsd.org,253.683.6100," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,15204,Coupeville School District,5034,Toddler Learning Center,PK,PK,PO Box 633,,Oak Harbor,Washington,98277-0633,Toni  Kotschwar,toddler@whidbey.net,(360) 679-1039," Public School, Special Education School",S,PK Only
32801,Educational Service District 101,32360,Cheney School District,5035,HomeWorks,K ,12,520 4th Street,,Cheney,Washington,99004,Shannon  Lawson,slawson@cheneysd.org,509.559.4590," Alternative School, Public School",A,K-12
17801,Puget Sound Educational Service District 121,17408,Auburn School District,5037,Auburn Mountainview High School,9,12,28900 124th AVE SE,,Auburn,Washington,98092-3101,Terri  Herren,therren@auburn.wednet.edu,253.804.4539," Public School, Regular School",P,High School
29801,Northwest Educational Service District 189,31103,Monroe School District,5040,Park Place Middle School,6,8,1408 West Main Street,,Monroe,Washington,98272,Terry  Cheshire,cheshiret@monroe.wednet.edu,360.804.4300," Public School, Regular School",P,Middle School
32801,Educational Service District 101,32326,Medical Lake School District,5042,Medical Lake Endeavors,6,12,PO Box 128,,Medical Lake ,Washington,99022-0128,LYRA  MCGIRK,lmcgirk@mlsd.org,509.565.3141," Alternative School, Public School",A,High School
32801,Educational Service District 101,32356,Central Valley School District,5043,Central Valley Early Learning Center,PK,PK,15111 E Sprague Ave,Suite C,Spokane Valley,Washington,99206-6944,Barb  Sattler,bsattler@cvsd.org,509.228.5810," Public School, Special Education School",S,PK Only
17801,Puget Sound Educational Service District 121,27416,White River School District,5045,White River Special Ed Services,PK,K ,P. O. Box 2050,,Buckley,Washington,98321,Hugh  Flint,hflint@whiteriver.wednet.edu,360.829.3957," Public School, Special Education School",S,Elementary School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,5046,Private School Services,PK,12,PO BOX 34165,MS-31-720,Seattle,Washington,98124-1165,Michaela  Clancy,cmclancy@seattleschools.org,206.252.0054," Public School, Special Education School",S,PK-12
29801,Northwest Educational Service District 189,37505,Meridian School District,5047,Meridian Parent Partnership Program,K ,8,240 W Laurel Rd,,Bellingham,Washington,98226,MICHELLE  SIADAL,msiadal@meridian.wednet.edu,360.398.9324," Alternative School, Public School",A,Other
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,5048,Birth to 3 Contracts,PK,PK,P.O. Box 34165,,Seattle,Washington,98124-1165,Julie  Mack,jmack@seattleschools.org,206.252.0887," Public School, Special Education School",S,PK Only
39801,Educational Service District 105,39201,Sunnyside School District,5049,Sierra Vista Middle School,6,8,916 N. 16 Street,,Sunnyside,Washington,98944,Julie  Perez,julie.perez@sunnysideschools.org,509.836.8500," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,5051,Lakeland Hills Elementary,K ,5,1020 Evergreen Way SE,,AUBURN,Washington,98092-8019,Colleen  Barlow,cbarlow@auburn.wednet.edu,253.876.7711," Public School, Regular School",P,Elementary School
34801,Capital Region ESD 113,34002,Yelm School District,5052,Ridgeline Middle School,6,8,PO BOX 476,,Yelm,Washington,98597,CRAIG  CURRY,CRAIG_CURRY@YCS.WEDNET.EDU,360.458.1100," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,5053,Rosa Parks Elementary,K ,5,22845 NE Cedar Park Crescent,,Redmond,Washington,98053-5887,Melissa  Doering,mdoering@lwsd.org,425.936.2650," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06117,Camas School District,5054,Liberty Middle School,6,8,1612 NE Garfield St,,Camas,Washington,98607,Gary  Moller,gary.moller@camas.wednet.edu,360.833.5850," Public School, Regular School",P,Middle School
