X,Y,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID
-122.3158659,47.50192103,106109,5.30354E+11,SOUTHERN HEIGHTS ELEMENTARY,11249 14TH AVE S,SEATTLE,WA,98168,2199,(206) 631-5000,1,1,336,KING,53033,USA,47.50192103,-122.3158659,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530354000551,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,1,317,PK,6,5303540,19,NOT AVAILABLE
-122.8059293,46.99149486,107516,5.30585E+11,CHAMBERS PRAIRIE ELEMENTARY SCHOOL,6501 VIRGINIA ST SE,LACEY,WA,98513,NOT AVAILABLE,(360) 412-4400,1,1,614,THURSTON,53067,USA,46.99149486,-122.8059293,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530585003308,2011-09-30T00:00:00.000Z,IMAGERY,2011-09-30T00:00:00.000Z,NOT AVAILABLE,1,581,KG,6,5305850,33,NOT AVAILABLE
-122.5544744,45.70544887,107540,5.30038E+11,PRAIRIE HIGH SCHOOL,11311 NE 119TH ST,BRUSH PRAIRIE,WA,98662,200,(360) 885-5000,1,1,1649,CLARK,53011,USA,45.70544887,-122.5544744,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530038001747,2009-10-13T00:00:00.000Z,IMAGERY,2010-05-26T00:00:00.000Z,NOT AVAILABLE,3,1575,9,12,5300380,74,NOT AVAILABLE
-121.8285099,47.52861447,107541,5.30804E+11,SNOQUALMIE ACCESS,8001 SILVA AVE SE,SNOQUALMIE,WA,98065,NOT AVAILABLE,(425) 831-8015,2,1,57,KING,53033,USA,47.52861447,-121.8285099,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530804003309,2011-09-30T00:00:00.000Z,IMAGERY,2011-09-30T00:00:00.000Z,NOT AVAILABLE,4,57,PK,12,5308040,-1,NOT AVAILABLE
-122.5228949,47.16544239,107880,5.30141E+11,ALFARETTA HOUSE,6423 ALFARETTA ST,LAKEWOOD,WA,98499,1341,(253) 589-7455,2,1,162,PIERCE,53053,USA,47.16544239,-122.5228949,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530141002839,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,3,162,11,12,5301410,-1,NOT AVAILABLE
-122.9425703,47.01697189,108002,5.3091E+11,THURS CO JUV DET/TUMWATER WEST E,2801 32ND AVENUE SW,TUMWATER,WA,98512,6178,(360) 709-3198,1,1,20,THURSTON,53067,USA,47.01697189,-122.9425703,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530910002380,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,4,18,6,12,5309100,2,NOT AVAILABLE
-118.368368,47.12614361,108019,5.30738E+11,RITZVILLE GRADE SCHOOL,401 E 6TH AVE.,RITZVILLE,WA,99169,1674,(509) 659-0232,1,1,181,ADAMS,53001,USA,47.12614361,-118.368368,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530738001109,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,1,170,PK,5,5307380,11,NOT AVAILABLE
-117.4761023,47.95868879,108034,5.30207E+11,DEER PARK HOME LINK PROGRAM,N. 428 MAIN STREET,DEER PARK,WA,99006,NOT AVAILABLE,(509) 464-5535,4,1,495,SPOKANE,53063,USA,47.95868879,-117.4761023,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530207002827,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-07-12T00:00:00.000Z,NOT AVAILABLE,4,487,KG,12,5302070,8,NOT AVAILABLE
-123.0914484,46.82076616,108035,5.30747E+11,ROCHESTER MIDDLE SCHOOL,9937 HIGHWAY 12 SW,ROCHESTER,WA,98579,398,(360) 273-5958,1,1,530,THURSTON,53067,USA,46.82076616,-123.0914484,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530747001118,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,www.rochester.wednet.edu,2,501,6,8,5307470,29,NOT AVAILABLE
-120.5282686,46.66419374,108036,5.30777E+11,SELAH ACADEMY,308 W NACHES AVE,SELAH,WA,98942,NOT AVAILABLE,(509) 698-8062,4,1,87,YAKIMA,53077,USA,46.66419374,-120.5282686,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530777002149,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-03T00:00:00.000Z,NOT AVAILABLE,3,82,8,12,5307770,5,NOT AVAILABLE
-122.2594859,47.10582695,108112,5.30696E+11,EDGERTON ELEMENTARY,16528 127TH AVE CT E,PUYALLUP,WA,98374,NOT AVAILABLE,(253) 840-8809,1,1,790,PIERCE,53053,USA,47.10582695,-122.2594859,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530696003191,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,1,752,PK,6,5306960,38,NOT AVAILABLE
-117.2013861,47.66377178,108139,5.30111E+11,PROGRESS ELEMENTARY SCHOOL,710 N. PROGRESS RD.,VERADALE,WA,99037,9573,(509) 228-4500,1,1,416,SPOKANE,53063,USA,47.66377178,-117.2013861,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530111000200,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2016-10-27T00:00:00.000Z,NOT AVAILABLE,1,391,PK,5,5301110,25,NOT AVAILABLE
-122.1734194,47.66215448,108228,5.30423E+11,FRANKLIN ELEMENTARY,12434 NE 60TH,KIRKLAND,WA,98033,8722,(425) 936-2550,1,1,544,KING,53033,USA,47.66215448,-122.1734194,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530423000658,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,http://schools.lwsd.org/Franklin,1,517,PK,5,5304230,27,NOT AVAILABLE
-117.0879525,47.66661411,108229,5.30111E+11,LIBERTY LAKE ELEMENTARY,23606 E. BOONE AVE.,LIBERTY LAKE,WA,99019,7503,(509) 228-4300,1,1,692,SPOKANE,53063,USA,47.66661411,-117.0879525,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530111002681,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2016-10-27T00:00:00.000Z,NOT AVAILABLE,1,659,1,5,5301110,33,NOT AVAILABLE
-122.6231856,45.7263258,108359,5.30038E+11,PLEASANT VALLEY PRIMARY,14320 NE 50TH AVE,VANCOUVER,WA,98686,200,(360) 885-5550,1,1,618,CLARK,53011,USA,45.7263258,-122.6231856,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530038000055,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2016-10-27T00:00:00.000Z,NOT AVAILABLE,1,586,PK,4,5300380,32,NOT AVAILABLE
-122.3668665,47.30948609,108398,5.30282E+11,OLYMPIC VIEW ELEMENTARY SCHOOL,2626 SW 327TH ST,FEDERAL WAY,WA,98023,2535,(253) 945-3500,1,1,443,KING,53033,USA,47.30948609,-122.3668665,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530282000447,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,1,416,PK,5,5302820,27,NOT AVAILABLE
-117.9751017,46.31670604,108407,5.30204E+11,DAYTON MIDDLE SCHOOL,609 S SECOND STREET,DAYTON,WA,99328,1572,(509) 382-2522,1,1,70,COLUMBIA,53013,USA,46.31670604,-117.9751017,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530204002513,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,www.daytonsd.org,2,70,6,8,5302040,-1,NOT AVAILABLE
-117.2374773,47.62140415,108422,5.30111E+11,HORIZON MIDDLE SCHOOL,3915 S. PINES RD.,SPOKANE,WA,99206,5926,(509) 228-4940,1,1,515,SPOKANE,53063,USA,47.62140415,-117.2374773,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530111001826,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-07-12T00:00:00.000Z,NOT AVAILABLE,2,489,6,8,5301110,26,NOT AVAILABLE
-117.2079073,47.70104332,108423,5.30228E+11,TRENTWOOD SCHOOL,14701 E WELLESLEY AVE,SPOKANE VALLEY,WA,99216,1419,(509) 927-3215,1,1,522,SPOKANE,53063,USA,47.70104332,-117.2079073,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530228000316,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-07-12T00:00:00.000Z,NOT AVAILABLE,1,494,PK,6,5302280,28,NOT AVAILABLE
-123.1047158,47.21585476,108433,5.3079E+11,MASON COUNTY DETENTION CENTER,411 N. 5TH ST.,SHELTON,WA,98584,3466,(360) 426-7664,1,1,5,MASON,53045,USA,47.21585476,-123.1047158,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530790002865,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,3,4,7,12,5307900,1,NOT AVAILABLE
-120.2194554,45.74092094,108512,5.30753E+11,ROOSEVELT ELEMENTARY SCHOOL,615 CHINOOK AVENUE,ROOSEVELT,WA,99356,248,(509) 384-5462,1,1,29,KLICKITAT,53039,USA,45.74092094,-120.2194554,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530753001119,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-03T00:00:00.000Z,NOT AVAILABLE,1,27,KG,6,5307530,2,NOT AVAILABLE
-121.9832451,48.087681,108817,5.30321E+11,MONTE CRISTO ELEMENTARY,1201 100TH ST NE,GRANITE FALLS,WA,98252,9808,(206) 691-7718,1,1,338,SNOHOMISH,53061,USA,48.087681,-121.9832451,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530321002482,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,1,318,KG,6,5303210,20,10795202
-117.487468,47.59714268,108822,5.30123E+11,WESTWOOD MIDDLE SCHOOL,6120 SOUTH ABBOTT ROAD,SPOKANE,WA,99224,NOT AVAILABLE,(509) 559-4410,1,1,555,SPOKANE,53063,USA,47.59714268,-117.487468,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530123003428,2015-05-08T00:00:00.000Z,IMAGERY/OTHER,2015-05-21T00:00:00.000Z,NOT AVAILABLE,2,528,6,8,5301230,27,NOT AVAILABLE
-122.4326016,48.74541205,108840,5.30042E+11,KULSHAN MIDDLE SCHOOL,1250 KENOYER DR,BELLINGHAM,WA,98229,2346,(360) 676-4886,1,1,588,WHATCOM,53073,USA,48.74541205,-122.4326016,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530042001739,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,2,556,6,8,5300420,32,10804676
-122.168582,48.05848161,108850,5.30486E+11,LIBERTY ELEMENTARY,1919 10TH ST,MARYSVILLE,WA,98270,4677,(360) 965-1802,1,1,546,SNOHOMISH,53061,USA,48.05848161,-122.168582,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530486000734,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-13T00:00:00.000Z,NOT AVAILABLE,1,520,PK,5,5304860,26,10795219
-122.4580857,47.42327631,108873,5.3093E+11,FAMILY LINK,20120 VASHON HWY SW,VASHON,WA,98070,6026,(206) 463-9171,4,1,48,KING,53033,USA,47.42327631,-122.4580857,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530930002720,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,NOT AVAILABLE,4,46,KG,12,5309300,2,10812288
-122.8790614,47.01914875,108877,5.30618E+11,PIONEER ELEMENTARY SCHOOL,1655 CARLYON AVE SE,OLYMPIA,WA,98501,3624,(360) 596-6500,1,1,530,THURSTON,53067,USA,47.01914875,-122.8790614,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530618000932,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,1,503,PK,5,5306180,27,10794619
-119.2053972,46.1974775,108902,5.30393E+11,DESERT HILLS MIDDLE SCHOOL,6011 WEST 10TH PLACE,KENNEWICK,WA,99338,1400,(509) 734-3550,1,1,1033,BENTON,53005,USA,46.1974775,-119.2053972,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530393000598,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,2,988,6,8,5303930,45,10810736
-123.2991726,46.57482734,109005,5.30666E+11,TROJAN ALTERNATIVE SCHOOL,519 N. 2ND STREET,PE ELL,WA,98572,368,(360) 291-3244,4,1,3,LEWIS,53041,USA,46.57482734,-123.2991726,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530666003100,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-03T00:00:00.000Z,NOT AVAILABLE,3,3,9,12,5306660,-1,10778329
-122.6252364,45.79341074,109099,5.30038E+11,DAYBREAK PRIMARY,1900 NW 20TH AVE,BATTLE GROUND,WA,98604,NOT AVAILABLE,(360) 885-6950,1,1,597,CLARK,53011,USA,45.79341074,-122.6252364,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530038003194,2010-01-29T00:00:00.000Z,GEOCODE,2017-10-31T00:00:00.000Z,NOT AVAILABLE,1,563,PK,4,5300380,34,NOT AVAILABLE
-122.5262406,45.63670035,109100,5.3027E+11,LEGACY HIGH SCHOOL,2205 E 138TH AVENUE,VANCOUVER,WA,98684,7228,(360) 604-3900,4,1,245,CLARK,53011,USA,45.63670035,-122.5262406,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530270000412,2010-01-29T00:00:00.000Z,GEOCODE,2010-05-26T00:00:00.000Z,NOT AVAILABLE,3,237,9,12,5302700,8,NOT AVAILABLE
-122.5152898,45.68976576,109101,5.3027E+11,YORK ELEMENTARY SCHOOL,9301 NE 152ND AVENUE,VANCOUVER,WA,98682,2744,(360) 604-3975,1,1,571,CLARK,53011,USA,45.68976576,-122.5152898,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530270003159,2010-01-29T00:00:00.000Z,IMAGERY,2010-05-26T00:00:00.000Z,NOT AVAILABLE,1,541,PK,5,5302700,30,NOT AVAILABLE
-122.7530814,45.9029261,109196,5.31005E+11,WOODLAND PRIMARY,600 BOZARTH,WOODLAND,WA,98674,8425,(360) 841-2900,1,2,-999,COWLITZ,53015,USA,45.9029261,-122.7530814,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=531005001681,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-03T00:00:00.000Z,www.woodlandschools.org,N,-999,N,N,5310050,-999,NOT AVAILABLE
-119.999223,46.330911,109242,5.30867E+11,SUN VALLEY ELEMENTARY,1220 N. 16TH STREET,SUNNYSIDE,WA,98944,NOT AVAILABLE,(509) 837-5851,1,1,559,YAKIMA,53077,USA,46.330911,-119.999223,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530867003250,2011-09-30T00:00:00.000Z,GEOCODE,2013-05-28T00:00:00.000Z,NOT AVAILABLE,1,524,PK,KG,5308670,35,NOT AVAILABLE
-122.6618464,47.56508473,109866,5.30066E+11,SPECIAL SERVICES,134 MARION AVE N,BREMERTON,WA,98312,NOT AVAILABLE,(360) 473-1061,2,1,74,KITSAP,53035,USA,47.56508473,-122.6618464,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530066003269,2011-09-30T00:00:00.000Z,IMAGERY,2011-09-30T00:00:00.000Z,NOT AVAILABLE,1,74,PK,PK,5300660,-1,NOT AVAILABLE
-122.4243475,47.13555985,110054,5.30294E+11,ELMHURST ELEMENTARY SCHOOL,420 133RD ST E,TACOMA,WA,98445,1465,(253) 535-9889,1,1,470,PIERCE,53053,USA,47.13555985,-122.4243475,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530294000474,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-12-20T00:00:00.000Z,NOT AVAILABLE,1,445,KG,5,5302940,25,10778622
-119.4973703,47.38483277,113149,5.30807E+11,SOAP LAKE ELEMENTARY,410 GINKGO ST S,SOAP LAKE,WA,98851,NOT AVAILABLE,(509) 246-1323,1,1,225,GRANT,53025,USA,47.38483277,-119.4973703,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530807001334,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,www.slschools.org,1,210,PK,5,5308070,15,10791704
-122.5327547,47.2191418,113150,5.30918E+11,EVERGREEN PRIMARY,7102 40TH ST W,UNIVERSITY PLACE,WA,98466,NOT AVAILABLE,(253) 566-5680,1,1,528,PIERCE,53053,USA,47.2191418,-122.5327547,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530918001179,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-12-20T00:00:00.000Z,www.upsd.wednet.edu,1,497,PK,4,5309180,31,10794583
-122.7519452,47.056063,113151,5.30585E+11,RIVER RIDGE HIGH SCHOOL,350 RIVER RIDGE DRIVE SE,LACEY,WA,98513,NOT AVAILABLE,(360) 412-4820,1,1,1153,THURSTON,53067,USA,47.056063,-122.7519452,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530585001208,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,3,1094,8,12,5305850,59,10794597
-122.6055869,47.33120488,113176,5.30669E+11,GIG HARBOR HIGH,5101 ROSEDALE ST NW,GIG HARBOR,WA,98335,1899,(253) 530-1400,1,1,1792,PIERCE,53053,USA,47.33120488,-122.6055869,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530669001793,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2011-11-08T00:00:00.000Z,NOT AVAILABLE,3,1726,9,12,5306690,66,10822016
-122.2352544,47.19486257,113177,5.30861E+11,SUMNER MIDDLE SCHOOL,1508 WILLOW,SUMNER,WA,98390,NOT AVAILABLE,(253) 891-5000,1,1,735,PIERCE,53053,USA,47.19486257,-122.2352544,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530861001447,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-12-20T00:00:00.000Z,www.sumnersd.org,2,702,6,8,5308610,33,10778223
-122.8874824,47.0435199,113220,5.30618E+11,OLYMPIA REGIONAL LEARNING ACADEMY,2400 15TH AVE SE,OLYMPIA,WA,98501,NOT AVAILABLE,(360) 596-7730,4,1,403,THURSTON,53067,USA,47.0435199,-122.8874824,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530618003205,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2017-10-31T00:00:00.000Z,NOT AVAILABLE,4,393,KG,12,5306180,10,10778645
-122.622559,48.50714562,113254,5.30015E+11,ANACORTES HIGH SCHOOL,1600 20TH STREET,ANACORTES,WA,98221,2396,(360) 293-2166,1,1,823,SKAGIT,53057,USA,48.50714562,-122.622559,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530015000016,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,http://ahs.asd103.org,3,787,9,12,5300150,36,10786892
-122.2208963,48.82577061,113255,5.30531E+11,MOUNT BAKER SENIOR HIGH,4936 DEMING RD,DEMING,WA,98244,95,(360) 383-2015,1,1,610,WHATCOM,53073,USA,48.82577061,-122.2208963,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530531000803,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,3,579,9,12,5305310,31,10804689
-122.2767455,47.18854311,113315,5.30696E+11,SPINNING ELEMENTARY,1306 E PIONEER,PUYALLUP,WA,98372,3384,(253) 841-8742,1,1,337,PIERCE,53053,USA,47.18854311,-122.2767455,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530696001040,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,1,317,PK,6,5306960,20,10798176
-122.3339296,47.31453593,113395,5.30282E+11,INTERNET ACADEMY,31455 28TH AVE S,FEDERAL WAY,WA,98003,NOT AVAILABLE,(253) 945-2230,4,1,286,KING,53033,USA,47.31453593,-122.3339296,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530282002638,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2017-10-31T00:00:00.000Z,NOT AVAILABLE,4,271,PK,12,5302820,15,NOT AVAILABLE
-122.1803876,47.39166132,113414,5.30396E+11,MERIDIAN MIDDLE SCHOOL,23480 120TH AVE SE,KENT,WA,98031,3612,(253) 373-7383,1,1,656,KING,53033,USA,47.39166132,-122.1803876,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530396000626,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,NOT AVAILABLE,2,623,7,8,5303960,33,NOT AVAILABLE
-122.4407706,48.86487547,113449,5.30501E+11,IRENE REITHER ELEMENTARY SCHOOL,954 E. HEMMI ROAD,EVERSON,WA,98226,NOT AVAILABLE,(360) 398-2111,1,1,653,WHATCOM,53073,USA,48.86487547,-122.4407706,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530501000766,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,1,615,PK,5,5305010,38,NOT AVAILABLE
-122.0429295,47.74116188,113461,5.30591E+11,EAST RIDGE ELEMENTARY,22150 NE 156 PL,WOODINVILLE,WA,98077,7489,(425) 408-4400,1,1,354,KING,53033,USA,47.74116188,-122.0429295,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530591002428,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,www.nsd.org/eastridge,1,338,PK,6,5305910,16,NOT AVAILABLE
-122.1853311,47.35218741,113471,5.30396E+11,PINE TREE ELEMENTARY SCHOOL,27825 118TH AVE SE,KENT,WA,98030,8778,(253) 373-7687,1,1,520,KING,53033,USA,47.35218741,-122.1853311,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530396000630,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,NOT AVAILABLE,1,491,KG,6,5303960,29,NOT AVAILABLE
-119.5542202,47.3256125,113480,5.30261E+11,GRANT ELEMENTARY,451 3RD NW,EPHRATA,WA,98823,NOT AVAILABLE,(509) 754-4676,1,1,481,GRANT,53025,USA,47.3256125,-119.5542202,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530261000388,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,ephrataschools.org,1,455,PK,7,5302610,26,NOT AVAILABLE
