LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,PrincipalName,Email,Phone,OrgCategoryList,GradeCategory,City
32363,West Valley School District (Spokane),1628,Dishman Hills High School,9,12,Lauren  House,lauren.house@wvsd.org,509.927.1100," Alternative School, Public School",High School,Spokane
32363,West Valley School District (Spokane),1838,Spokane Valley High School,9,12,Larry  Bush,larry.bush@wvsd.org,509.922.5475," Alternative School, Public School",High School,SPOKANE
32363,West Valley School District (Spokane),1842,Spokane Valley Transition School,9,12,Larry  Bush,larry.bush@wvsd.org,509.922.5475," Alternative School, Public School",High School,SPOKANE
32363,West Valley School District (Spokane),3195,West Valley High School,9,12,John  Custer,john.custer@wvsd.org,509.922.5488," Public School, Regular School",High School,SPOKANE
32414,Deer Park School District,1852,Deer Park Home Link Program,K ,12,Molly  Murphy,molly.murphy@dpsdmail.org,509.468.3357," Alternative School, Public School",K-12,Deer Park
32414,Deer Park School District,4123,Deer Park High School,9,12,Joe  Feist,joe.feist@dpsdmail.org,509.468.3507," Public School, Regular School",High School,Deer Park
32416,Riverside School District,4228,Riverside High School,9,12,John  McCoy,John.McCoy@rsdmail.org,509.464.8552," Public School, Regular School",High School,Chattaroy
33036,Chewelah School District,1763,Quartzite Learning,K ,12,Erin  Dell,edell@chewelahk12.us,509.685.6800 ext. 82129," Alternative School, Public School",K-12,Chewelah
33049,Wellpinit School District,2550,Wellpinit High School,9,12,Kim  Ewing,kewing@wellpinit.org,509.258.4535," Public School, Regular School",PK-12,Wellpinit
33115,Colville School District,3310,Colville Senior High School,9,12,Kevin  Knight,kknight@colsd.org,509.684.7800," Public School, Regular School",High School,Colville
33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,PK,12,Matthew A McLain,mmclain@columbia206.com,509.722.3311," Public School, Regular School",PK-12,Hunters
33207,Mary Walker School District,3311,Mary Walker High School,9,12,Matthew L Cobb,mcobb@mwsd.k12.wa.us,509.258.4533," Public School, Regular School",High School,Springdale
33211,Northport School District,2958,Northport High School,9,12,Don  Baribault,dbaribault@northportschools.org,509.732.4251," Public School, Regular School",High School,Northport
33212,Kettle Falls School District,4206,Kettle Falls High School,9,12,Curtis  Corvino,ccorvino@kfschools.org,509.738.6725," Public School, Regular School",High School,KETTLE FALLS
34002,Yelm School District,1627,Yelm Extension School,9,12,RYAN  AKIYAMA,RYAN_AKIYAMA@YCS.WEDNET.EDU,360.458.7777," Alternative School, Public School",High School,Yelm
34002,Yelm School District,2633,Yelm High School 12,9,12,RYAN  AKIYAMA,RYAN_AKIYAMA@YCS.WEDNET.EDU,360.458.7777," Public School, Regular School",High School,Yelm
34003,North Thurston Public Schools,3010,North Thurston High School,9,12,Charles Nick Greenwell,ngreenwell@nthurston.k12.wa.us,360.412.4805," Public School, Regular School",High School,Lacey
34003,North Thurston Public Schools,3710,Timberline High School,9,12,Paul  Dean,pdean@nthurston.k12.wa.us,360.412.4860," Public School, Regular School",High School,Lacey
34003,North Thurston Public Schools,4314,South Sound High School,9,12,Angela  Grizzle,agrizzle@nthurston.k12.wa.us,360.412.4880," Alternative School, Public School",High School,Lacey
34003,North Thurston Public Schools,4427,River Ridge High School,9,12,Serenity  Malloy,smalloy@nthurston.k12.wa.us,360.412.4820," Public School, Regular School",High School,Lacey
34033,Tumwater School District,1713,Secondary Options,8,12,Dave  Meyers,dave.meyers@tumwater.k12.wa.us,360.709.7760," Alternative School, Public School",High School,Olympia
34033,Tumwater School District,3362,Tumwater High School,9,12,Jeff  Broome,jeff.broome@tumwater.k12.wa.us,360.709.7600," Public School, Regular School",High School,Tumwater
34033,Tumwater School District,4225,New Market Skills Center,11,12,Kris  Blum,kris.blum@newmarketskills.com,360.570.4500," Public School, Vocational/technical school",High School,Tumwater
34033,Tumwater School District,4500,A G West Black Hills High School,9,12,Dave  Myers,dave.myers@tumwater.k12.wa.us,360.709.7800," Public School, Regular School",High School,Tumwater
34111,Olympia School District,1768,Avanti High School,9,12,Michael Sean Velasquez,mvelasquez@osd.wednet.edu,360.596.7900," Alternative School, Public School",High School,OLYMPIA
34111,Olympia School District,3132,Olympia High School,9,12,Matthew H Grant,mgrant@osd.wednet.edu,360.596.7000," Public School, Regular School",High School,OLYMPIA
34111,Olympia School District,3960,Capital High School,9,12,Curtis  Cleveringa,Ccleveringa@osd.wednet.edu,360.596.8000," Public School, Regular School",High School,OLYMPIA
34307,Rainier School District,2468,Rainier Senior High School,9,12,John  Beckman,beckmanj@rainier.wednet.edu,360.446.2205," Public School, Regular School",High School,Rainier
34401,Rochester School District,1735,H.e.a.r.t. High School,9,12,Matt  Ishler,mishler@rochester.wednet.edu,360.273.5536," Alternative School, Public School",High School,Rochester
34401,Rochester School District,4326,Rochester High School,9,12,Matt  Ishler,mishler@rochester.wednet.edu,360.273.5534," Public School, Regular School",High School,Rochester
34402,Tenino School District,3509,Tenino High School,9,12,Garry  Cameron,camerong@tenino.k12.wa.us,360.264.3500," Public School, Regular School",High School,Tenino
35200,Wahkiakum School District,3467,Wahkiakum High School,9,12,Stephanie  Leitz,sleitz@wahksd.k12.wa.us,360.795.3271," Public School, Regular School",High School,CATHLAMET
11801,Educational Service District 123,3358,Walla Walla County Juvenile Detention,8,12,Carol  Pacheco,,(509)547-8441, Detention Center,High School,WALLA WALLA
36140,Walla Walla Public Schools,3468,Walla Walla High School,9,12,RON  HIGGINS,rhiggins@wwps.org,509.527.3020," Public School, Regular School",High School,WALLA WALLA
36140,Walla Walla Public Schools,4071,Lincoln High School,9,12,MARCI  KNAUFT,mknauft@wwps.org,509.527.3083," Alternative School, Public School",High School,WALLA WALLA
36300,Touchet School District,2160,Touchet Elem & High School,K ,12,John H Holcomb,jholcomb@touchet.k12.wa.us,509.394.2352," Public School, Regular School",K-12,TOUCHET
36400,Columbia (Walla Walla) School District,4049,Columbia High School,9,12,Kyle  Miller,kyle.miller@csd400.org,509.545.8573," Public School, Regular School",High School,BURBANK
36401,Waitsburg School District,2386,Waitsburg High School,9,12,Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.6351," Public School, Regular School",High School,Waitsburg
37501,Bellingham School District,1647,Options High School,9,12,Byron  Gerard,byron.gerard@bellinghamschools.org,360.647.6871," Alternative School, Public School",High School,Bellingham
37501,Bellingham School District,2553,Bellingham High School,9,12,Linda  Miller,linda.miller@bellinghamschools.org,360.676.6575," Public School, Regular School",High School,Bellingham
29801,Northwest Educational Service District 189,3420,Whatcom Co Detention Center,8,12,Steve  Dahl,sdahl@nwesd.org,360.299.4000, Detention Center,High School,BELLINGHAM
37501,Bellingham School District,3576,Sehome High School,9,12,Michelle  Kuss-Cybula,michelle.kuss-cybula@bellinghamschools.org,360.676.6481," Public School, Regular School",High School,Bellingham
37501,Bellingham School District,4515,Squalicum High School,9,12,Miguel  Perez,miguel.perez@bellinghamschools.org,360.676.6471," Public School, Regular School",High School,Bellingham
37502,Ferndale School District,2488,Ferndale High School,9,12,Jeremy  Vincent,jeremy.vincent@ferndalesd.org,360.383.9243," Public School, Regular School",High School,Ferndale
37503,Blaine School District,3136,Blaine High School,9,12,Wayne  Vezzetti,wvezzetti@blainesd.org,360.332.6045," Public School, Regular School",High School,BLAINE
37504,Lynden School District,4201,Lynden High School,9,12,Ian   Freeman,freemani@lynden.wednet.edu,360.354.4443," Public School, Regular School",High School,LYNDEN
37505,Meridian School District,1743,Meridian Special Programs,PK,PK,Aaron  Jacoby,ajacoby@meridian.wednet.edu,360.398.7111," Public School, Special Education School",PK-12,BELLINGHAM
37505,Meridian School District,2554,Meridian High School,9,12,Derek  Forbes,dforbes@meridian.wednet.edu,360.398.8111," Public School, Regular School",High School,BELLINGHAM
37507,Mount Baker School District,2343,Mount Baker Senior High,9,12,Matt  Durand,mdurand@mtbaker.wednet.edu,360.383.2015," Public School, Regular School",High School,DEMING
38126,LaCrosse School District,2088,Lacrosse High School,9,12,Doug Arthur Curtis,dcurtis@lax.wednet.edu,(509) 549-3591," Public School, Regular School",High School,LaCrosse
38267,Pullman School District,2499,Pullman High School,9,12,Juston  Pollestad,jpollestad@psd267.org,509.332.1551," Public School, Regular School",High School,Pullman
5313,Crescent School District,5030,HomeConnection,K ,12,David  Bingham,daveb@crescent.wednet.edu,360.928.3311," Alternative School, Public School",K-12,Joyce
27403,Bethel School District,5033,Graham Kapowsin High School,9,12,Matt  Yarkosky,myarkosky@bethelsd.org,253.683.6100," Public School, Regular School",High School,Graham
32360,Cheney School District,5035,HomeWorks,K ,12,Shannon  Lawson,slawson@cheneysd.org,509.559.4590," Alternative School, Public School",K-12,Cheney
17408,Auburn School District,5037,Auburn Mountainview High School,9,12,Terri  Herren,therren@auburn.wednet.edu,253.804.4539," Public School, Regular School",High School,Auburn
32326,Medical Lake School District,5042,Medical Lake Endeavors,6,12,LYRA  MCGIRK,lmcgirk@mlsd.org,509.565.3141," Alternative School, Public School",High School,Medical Lake 
17001,Seattle Public Schools,5046,Private School Services,PK,12,Michaela  Clancy,cmclancy@seattleschools.org,206.252.0054," Public School, Special Education School",PK-12,Seattle
27931,Bates Technical College,5950,Bates Technical High School,9,12,Peter  Hauschka,phauschka@bates.ctc.edu,253.680.7261," College/University, Public School, Regular School",High School,Tacoma
17403,Renton School District,5070,Renton Academy,K ,12,Travis  Hall,travis.hall@rentonschools.us,425.204.2550," Alternative School, Public School",K-12,Renton
5402,Quillayute Valley School District,5071,Insight School of Washington,9,12,Darice  Bales,darice.bales@k12insightwa.org,425.533.2700 ext. 2004," Alternative School, Public School",High School,Forks
8458,Kelso School District,5076,Special Education,PK,12,  ,,," Public School, Special Education School",PK-12,Kelso
34111,Olympia School District,5078,Olympia Regional Learning Academy,K ,12,Celeste  Waltermeyer,cwaltermeyer@osd.wednet.edu,360.596.7730," Alternative School, Public School",K-12,Olympia
20405,White Salmon Valley School District,5077,White Salmon Academy,9,12,Janet  McCutcheon,janet.mccutcheon@whitesalmonschools.org,509.493.1970," Alternative School, Public School",High School,White Salmon
16048,Quilcene School District,5081,Crossroads Community School,9,12,Gary  Stebbins,gstebbins@qsd48.org,360.765.3363," Alternative School, Public School",High School,Quilcene
27932,Clover Park Technical College,5951,Northwest Career and Technical High School,9,12,Jim  Mancuso,jim.mancuso@cptc.edu,253.589.5771," College/University, Vocational/technical school",High School,Lakewood
18400,North Kitsap School District,5085,Kingston High School,9,12,Jack P Simsonson,jsimonson@nkschools.org,360.396.3105," Public School, Regular School",High School,Kingston
19401,Ellensburg School District,5097,K-12 Ellensburg Learning Center,K ,12,Jeff  Cochran,jeff.cochran@esd401.org,509.859.6353," Alternative School, Public School",K-12,Ellensburg
17415,Kent School District,5098,Kent Phoenix Academy,9,12,Stephanie  Knipp,Stephanie.Knipp@kent.k12.wa.us,253.373.7542," Alternative School, Public School",High School,Kent
31004,Lake Stevens School District,5099,Cavelero Mid High School,8,9,Tim  Haines,tim_haines@lkstevens.wednet.edu,425.335.1630," Public School, Regular School",High School,Lake Stevens
6117,Camas School District,5104,Hayes Freedom High School,9,12,Amy K Holmes,amy.holmes@camas.wednet.edu,360.833.5602," Public School, Regular School",High School,Camas
17937,Lake Washington Institute of Technology,5953,Lake Washington Technical Academy,11,12,Tuan  Dang,tuan.dang@lwtech.edu,425.739.8274, Public School,High School,Kirkland
3017,Kennewick School District,5106,Phoenix High School,9,12,Jill  Mulhausen,jill.mulhausen@ksd.org,509.222.6039," Alternative School, Public School",High School,Kennewick
17210,Federal Way School District,5107,Federal Way Running Start Home School,11,12,Sammy  Anderson,samander@fwps.org,253.945.2000," Public School, Regular School",High School,Federal Way
6114,Evergreen School District (Clark),5111,Union High School,9,12,Griffin  Peyton,Griffin.Peyton@evergreenps.org,360.604.6250," Public School, Regular School",High School,Camas
37507,Mount Baker School District,5112,Mount Baker Academy,K ,12,Matt  Durand,mdurand@mtbaker.wednet.edu,360.383.2015," Alternative School, Public School",K-12,Acme
31311,Sultan School District,5114,Sky Valley Options,9,12,Sarita  Whitmire-Skeith,sarita.whitmire@sultan.k12.wa.us,360.793.9810," Alternative School, Public School",High School,Sultan
17401,Highline School District,5116,Career Link,9,12,Michael  Sita,michael.sita@highlineschools.org,206.631.7630," Alternative School, Public School",High School,Seattle
26056,Newport School District,5118,Pend Oreille River School,8,12,Troy  Whittle,whittletroy@newport.wednet.edu,509.447.2481 ext.3502," Alternative School, Public School",High School,Newport
31201,Snohomish School District,5128,Glacier Peak High School,9,12,Jeff  Larson,Jeffrey.Larson@sno.wednet.edu,360.563.7300," Public School, Regular School",High School,Snohomish 
6037,Vancouver School District,5149,Vancouver Virtual Learning Academy,6,12,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Alternative School, Public School",K-12,VANCOUVER
31103,Monroe School District,5154,Shoreline-Monroe High School,9,12,Justin  Blasko,Blaskoj@monroe.wednet.edu,360.804.2550," Alternative School, Public School",High School,Monroe
17414,Lake Washington School District,5958,Washington Network for Innovative Careers,9,12,Karen  Hay,khay@lwsd.org,425.739.8400," Public School, Vocational/technical school",High School,Redmond
17210,Federal Way School District,5163,Career Academy at Truman High School,9,12,Caitlin  Boline,cboline@fwps.org,253.945.5800," Alternative School, Public School",High School,Federal Way
11001,Pasco School District,5164,Chiawana High School,8,12,John  Wallwork,jwallwork@psd1.org,509.543.6786," Public School, Regular School",High School,Pasco
3400,Richland School District,5165,Three Rivers Home Link,K ,12,Tyler  Reeser,Tyler.Reeser@rsd.edu,509.967.6450," Alternative School, Public School",K-12,Richland
32356,Central Valley School District,5166,I-TRACC,9,12,Kamiel  Youseph,kyouseph@cvsd.org,509.558.5952," Alternative School, Public School",High School,Spokane Valley
29320,Mount Vernon School District,5960,Northwest Career & Technical Academy,9,12,Douglas  Walker,dwalker@mvsd320.org,360.848.0706," Public School, Vocational/technical school",High School,Mount Vernon
27010,Tacoma School District,5169,Science and Math Institute,9,12,Jon   Ketler,jketler@tacoma.k12.wa.us,253.571.2300," Public School, Regular School",High School,Tacoma
31332,Granite Falls School District,5171,Crossroads High School,9,12,Bridgette  McVay,bmcvay@gfalls.wednet.edu,360.283.4407," Alternative School, Public School",High School,Granite Falls
27403,Bethel School District,5961,Pierce County Skills Center,8,12,Michelle  Ledbetter,mledbetter@bethelsd.org,253.683.5977," Public School, Vocational/technical school",High School,Puyallup
17401,Highline School District,5172,Puget Sound High School,9,12,Todd  Moorhead,Todd.Moorhead@highlineschools.org,206.631.7300," Alternative School, Public School",High School,Burien
29103,Anacortes School District,5176,Cap Sante High School,9,12,Jon  Ronngren,jronngren@asd103.org,360.293.2166 x706," Alternative School, Public School",High School,Anacortes
33212,Kettle Falls School District,5180,Columbia Virtual Academy - Kettle Falls,9,12,Curtis  Corvino,ccorvino@kfschools.org,509.738.6388," Alternative School, Public School",High School,Kettle Falls
17410,Snoqualmie Valley School District,5181,Snoqualmie Access,PK,12,Nancy  Meeks,meeksn@svsd410.org,425.831.8015," Public School, Special Education School",PK-12,Snoqualmie
27010,Tacoma School District,5183,Tacoma Business Academy,9,12,Rue  Palmer,rpalmer@tacoma.k12.wa.us,253.571.1126," Alternative School, Public School",High School,Tacoma
27010,Tacoma School District,5184,Tacoma Pierce County Education Center,9,12,  ,,," Adult Jail, Affiliated With District, Public School",High School,Tacoma
14028,Hoquiam School District,5191,Hoquiam Homelink School,K ,12,Bonnie  Jump,bjump@hoquiam.net,360.538.8216," Public School, Regular School",K-12,Hoquiam
27010,Tacoma School District,5192,Special Services,PK,12,Barbara   O'Rorke,bororke@tacoma.k12.wa.us,253.571.1224," Alternative School, Public School",PK-12,Tacoma
8458,Kelso School District,5194,Kelso Virtual Academy,8,12,Rob L Birdsell,rob.birdsell@kelsosd.org,360.501.1840," Affiliated With District, Public School",High School,Kelso
24019,Omak School District,5197,Washington Virtual Academy Omak High School,9,12,Jayme  Evans,jaevans@k12.com,253.964.1068," Public School, Regular School",High School,Omak
14005,Aberdeen School District,5208,Twin Harbors - A Branch of New Market Skills Center,9,12,Sherri  Northington,snorthington@asd5.org,360.538.2043," Public School, Vocational/technical school",High School,Aberdeen
31025,Marysville School District,5213,Marysville Pilchuck High School,9,12,Dave   Rose,david_rose@msd25.org,360.965.2000," Public School, Regular School",High School,Marysville
33070,Valley School District,5223,Paideia High School,9,12,Matt  Cox,Matthew.Cox@paideiahs.org,509.937.2658," Public School, Regular School",High School,Valley
39007,Yakima School District,5224,Yakima Satellite Alternative Programs,8,12,Lois  Menard,menard.lois@yakimaschools.org,509.573.5581," Alternative School, Public School",High School,Yakima
26070,Selkirk School District,5226,Selkirk High School,9,12,Brent  DeRoest,bderoest@selkirkschools.org,509.446.3505," Public School, Regular School",High School,Ione
15204,Coupeville School District,5234,ICCF Ed Program,9,12,Jim  Shank,jshank@coupeville.k12.wa.us,360.678.2404, Institution,High School,Coupeville
3017,Kennewick School District,5235,Benton County Jail,9,12,Dennis  Boatman,dennis.boatman@ksd.org,509.222.6522," Adult Jail, Affiliated With District",High School,Kennewick
25118,South Bend School District,5243,Pacific Virtual Learning,K ,12,Jon  Tienhaara,jtienhaa@southbendschools.org,360.875.6041," Alternative School, Public School",K-12,South Bend
37502,Ferndale School District,5245,WINDWARD HIGH SCHOOL,9,12,Scott   Brittain,scott.brittain@ferndalesd.org,360.383.9210," Public School, Regular School",High School,Ferndale
8404,Woodland School District,5246,Lewis River Academy,K ,12,Jake  Hall,hallj@woodlandschools.org,360.841.2725," Alternative School, Public School",K-12,Woodland
25118,South Bend School District,5247,Pacific County Jail,9,12,Jon  Tienhaara,jtienhaa@southbendschools.org,360.875.6041," Alternative School, Public School",High School,South Bend
32081,Spokane School District,5249,Spokane County Jail,9,12,Larry Robert Gardner,lgardner@esd101.net,509-477-2451, Institution,High School,Spokane
33211,Northport School District,5252,Northport Homelink Program,K ,12,Donald   Baribault,homelink@northportschools.org,509 732-4251," Alternative School, Public School",K-12,Northport
17401,Highline School District,5254,Gateway to College,10,13,Michael Thomas Sita,michael.sita@highlineschools.org,206.433.8760," Alternative School, Public School",High School,Burien
17210,Federal Way School District,5255,Gateway to College,9,12,Sammy  Anderson,samander@fwps.org,253.945.2000," Affiliated With District, Contract School, Public School",High School,Federal Way
6037,Vancouver School District,5258,Vancouver Contracted Programs,9,12,Trish Ann Piliado,Trish.Piliado@vansd.org,360.313.1330," Public School, Regular School",High School,VANCOUVER
17001,Seattle Public Schools,5260,Seattle Skills Center,9,12,Dan  Golosman,dpgolosman@seattleschools.org,206.252.0730," Public School, Vocational/technical school",High School,Seattle
39202,Toppenish School District,5262,NW Allprep,K ,12,Tim  King,timking.nw@gmail.com,503.313.6836," Affiliated With District, Contract School, Public School",K-12,Vancouver
17414,Lake Washington School District,5265,Tesla STEM High School,9,12,Cindy  Duenas,cduenas@lwsd.org,425.936.2770," Alternative School, Public School",High School,Redmond
24111,Brewster School District,5272,Brewster Alternative School,9,12,Linda  Dezellem,rphillips@brewster.wednet.edu,509-689-3449," Alternative School, Public School",High School,Brewster
13161,Moses Lake School District,5273,Columbia Basin Technical Skills Center ,10,12,Christine   Armstrong,carmstrong@cbtech.k12.wa.us,509.766.2650," Public School, Vocational/technical school",High School,Moses Lake 
17415,Kent School District,5275,iGrad,9,12,Carol  Cleveland,carol.cleveland@kent.k12.wa.us,253.373.4723," Public School, Re-Engagement School",High School,Kent
17401,Highline School District,5277,Southwest Youth and Family Services,9,12,Michael  Sita,michael.sita@highlineschools.org,206.631.7630," Affiliated With District, Contract School, Public School",High School,Seattle
32356,Central Valley School District,5278,Spokane Valley Tech,9,12,Scott  Oakshott,soakshott@cvsd.org,509.228.5601," Public School, Vocational/technical school",High School,Spokane Valley
17210,Federal Way School District,5280,Dynamic Family Services,PK,12,Jennifer  Westover,jwestove@fwps.org,253.945.2000," Public School, Special Education School",PK-12,Kent
17405,Bellevue School District,5281,Central Educational Services,PK,13,Glenn  Hasslinger,hasslingerg@bsd405.org,425.456.4200," Affiliated With District, Public School",PK-12,Bellevue
33206,Columbia (Stevens) School District,5283,Columbia Alternative School,9,12,William  Wadlington,wwadlington@columbia206.net,509.722.3311," Alternative School, Public School",High School,Hunters
31025,Marysville School District,4233,Marysville Mountain View High School,9,12,Dawn  Bechtholdt,dawn_bechtholdt@msvl.k12.wa.us,360.653.0628," Alternative School, Public School",High School,Tulalip
32354,Mead School District,5268,Riverpoint Academy,11,12,Moleena  Harris,moleena.harris@mead354.org,.509.465.7900," Affiliated With District, Public School",High School,Spokane
13165,Ephrata School District,1971,Sage Hills High School,8,12,FRANK  CARDWELL,fcardwell@ephrataschools.org,509.754.7547," Alternative School, Public School",High School,Ephrata
