SchoolCode,SchoolName_x,total_cs_courses,yearly_enrolled_in_cs,school_teaches_cs,LEACode,LEAName,SchoolName_y,LowestGrade,HighestGrade,PrincipalName,Email,Phone,OrgCategoryList,GradeCategory,City,SchoolName,STREET,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
2137,Elma High School,,,No Information Available,14068,Elma School District,Elma High School,9,12,Rich  Rasanen,rrasanen@eagles.edu,360.482.3121," Public School, Regular School",High School,Elma,Elma High School,1011 West Main,WA,98541,Grays Harbor County,47.003189,-123.413652,"Aberdeen, WA",N
3580,Taholah High School,,,No Information Available,14077,Taholah School District,Taholah High School,9,12,Patricia  Larriva,plarriva@taholah.org,360.276.4780," Public School, Regular School",High School,Taholah,Taholah High School,600 CHITWHIN DR,WA,98587,Grays Harbor County,47.344146,-124.287469,"Aberdeen, WA",N
2921,Lake Quinault School,,,No Information Available,14097,Lake Quinault School District,Lake Quinault School,K ,12,Keith  Samplawski,ksamplawski@lakequinaultschools.org,360.288.2414," Public School, Regular School",K-12,Amanda Park,,,,,,,,,
3375,Wishkah Valley Elementary/High School,,,No Information Available,14117,Wishkah Valley School District,Wishkah Valley Elementary/High School,K ,12,Donald  Hay,dhay@wishkah.org,360.532.3128," Public School, Regular School",K-12,Aberdeen,Wishkah Valley Elementary/High School,4640 Wishkah Rd.,WA,98520,Grays Harbor County,47.117414,-123.770965,"Aberdeen, WA",N
1758,Homeconnection,,,No Information Available,15201,Oak Harbor School District,Homeconnection,K ,12,Shane  Evans,sevans@ohsd.net,360.279.5057," Alternative School, Public School",K-12,Oak Harbor,Homeconnection,350 S. Oak Harbor St.,WA,98277,Island County,48.295808,-122.656896,"Oak Harbor, WA","Seattle-Tacoma, WA"
1724,Pi Program,,,No Information Available,16049,Chimacum School District,Pi Program,K ,12,David  Carthum,david_carthum@csd49.org,360.302.5948," Alternative School, Public School",K-12,Chimacum,Pi Program,91 West Valley Rd,WA,98325,Jefferson County,48.012133,-122.778171,N,N
1798,Ocean,,,No Information Available,16050,Port Townsend School District,Ocean,K ,12,Theresa  Campbell,tcampbell@ptschools.org,360.379.4540," Alternative School, Public School",K-12,Port Townsend,Ocean,3939 San Juan Ave.,WA,98368,Jefferson County,48.128959,-122.779128,N,N
1751,Cascade Parent Partnership Program,,,No Information Available,17001,Seattle Public Schools,Cascade Parent Partnership Program,K ,12,Owen  Gonder,oigonder@seattleschools.org,206.252.4720," Alternative School, Public School",K-12,Seattle,Cascade Parent Partnership Program,2919 1st Avenue West,WA,98119,King County,47.64639,-122.358861,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1856,The Center School,,,No Information Available,17001,Seattle Public Schools,The Center School,9,12,Barbara  Casey,blcasey@seattleschools.org,206.252.9855," Public School, Regular School",High School,Seattle,The Center School,305 HARRISON ST,WA,98109,King County,47.621713,-122.34829,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3096,Chief Sealth International High School,,,No Information Available,17001,Seattle Public Schools,Chief Sealth International High School,9,12,Aida  Fraser-Hammer,aifraserhamm@seattleschools.org,206.252.8550," Public School, Regular School",High School,Seattle,Chief Sealth International High School,2600 SW Thistle,WA,98126,King County,47.529622,-122.366179,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3868,Nova High School,,,No Information Available,17001,Seattle Public Schools,Nova High School,9,12,Mark  Perry,mcperry@seattleschools.org,206.252.3500," Alternative School, Public School",High School,Seattle,Nova High School,301 21st Avenue East,WA,98122,King County,47.608528,-122.301044,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
4263,Residential Consortium,,,No Information Available,17001,Seattle Public Schools,Residential Consortium,PK,12,Martha  Lawson,mlawson@seattleschools.org,206.252.0883," Public School, Special Education School",PK-12,Seattle,Residential Consortium,2142 10 AV W,WA,98119,King County,47.638773,-122.369972,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1759,Internet Academy,,,No Information Available,17210,Federal Way School District,Internet Academy,PK,12,Caitlin  Boline,cboline@fwps.org,253.945.2230," Alternative School, Public School",PK-12,Federal Way,Internet Academy,31455 28th Ave S,WA,98003,King County,47.319365,-122.298743,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1523,Special Ed School,,,No Information Available,17216,Enumclaw School District,Special Ed School,PK,12,Keri  Marquand,keri_marquand@enumclaw.wednet.edu,360.802.7104," Public School, Special Education School",PK-12,Enumclaw,Special Ed School,2929 McDougall Avenue,WA,98022,King County,47.188196,-122.00657,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3279,Mount Rainier High School,,,No Information Available,17401,Highline School District,Mount Rainier High School,9,12,Kyle  Linman,kyle.linman@highlineschools.org,206.631.7000," Public School, Regular School",High School,Des Moines,Mount Rainier High School,22450 19th Ave S,WA,98198,King County,47.399816,-122.307738,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1822,Family Link,,,No Information Available,17402,Vashon Island School District,Family Link,K ,12,Danny  Rock,drock@vashonsd.org,206.463.9171," Alternative School, Public School",K-12,Vashon,Family Link,20120 VASHON HWY SW,WA,98070,King County,47.423195,-122.458135,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1648,Out Of District Facility,,,No Information Available,17403,Renton School District,Out Of District Facility,PK,12,Jennifer  Traufler,jennifer.traufler@rentonschools.us,425.204.2302," Public School, Special Education School",PK-12,Renton,Out Of District Facility,300 SW 7th St,WA,98055,King County,47.474316,-122.220694,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1784,H.O.M.E. Program,,,No Information Available,17403,Renton School District,H.O.M.E. Program,K ,12,Kay  Edgerton,kathryn.edgerton@rentonschools.us,425.204.2520," Alternative School, Public School",K-12,Renton,H.O.M.E. Program,2607 Jones Ave S,WA,98055,King County,47.456404,-122.197432,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1756,Clip,,,No Information Available,17407,Riverview School District,Clip,9,12,John  Bomar,bomarj@rsd407.org,425.844.4960," Alternative School, Public School",High School,Carnation,Clip,32302 NE 50th Street,WA,98014,King County,47.652402,-121.907959,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1502,Two Rivers School,,,No Information Available,17410,Snoqualmie Valley School District,Two Rivers School,9,12,Rhonda L Schmidt,schmidtr@svsd410.org,425.831.4200," Alternative School, Public School",High School,North Bend,Two Rivers School,330 BALLARAT AVE N,WA,98045,King County,47.496129,-121.782039,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1624,Issaquah Special Services,,,No Information Available,17411,Issaquah School District,Issaquah Special Services,PK,12,Dana  Bailey,baileyd@issaquah.wednet.edu,425.837.7085," Public School, Special Education School",PK-12,Issaquah,Issaquah Special Services,565 NW HOLLY ST,WA,98027,King County,47.536704,-122.045164,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1667,Handicapped Contractual Services,,,No Information Available,17412,Shoreline School District,Handicapped Contractual Services,PK,12,Rebecca Lee Miner,rebecca.miner@shorelineschools.org,206.393.4203," Public School, Special Education School",PK-12,Shoreline,Handicapped Contractual Services,18560 1st Avenue N.E.,WA,98155,King County,47.764832,-122.328262,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2612,Fircrest Residential Habilitation,,,No Information Available,17412,Shoreline School District,Fircrest Residential Habilitation,K ,12,Hillery  Clark,hillery.clark@shorelineschools.org,206.361.3165, Institution,K-12,Shoreline,Fircrest Residential Habilitation,15230 15th N.E.,WA,98155,King County,47.740959,-122.310113,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1649,Contractual Schools,,,No Information Available,17414,Lake Washington School District,Contractual Schools,PK,12,Shannon  Hitch,shhitch@lwsd.org,425.936.1301," Alternative School, Contract School",PK-12,Redmond,Contractual Schools,16250 NE 74th ST,WA,98052,King County,47.670916,-122.12347,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1804,Futures School,,,No Information Available,17414,Lake Washington School District,Futures School,9,12,Kelly  Clapp,kclapp@lwsd.org,425.936.1600," Alternative School, Public School",High School,Kirkland,Futures School,10601 NE 132nd,WA,98034,King County,47.715181,-122.198777,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3855,Emerson High School,,,No Information Available,17414,Lake Washington School District,Emerson High School,9,12,Nell  Ballard-Jones,nballard-jones@lwsd.org,425.936.2300," Alternative School, Public School",High School,Kirkland,Emerson High School,10903 NE 53rd ST,WA,98033,King County,47.65534,-122.195566,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1807,Regional Justice Center,,,No Information Available,17415,Kent School District,Regional Justice Center,9,12,Wade  Barringer,wade.barringer@kent.k12.wa.us,253.373.7675," Alternative School, Public School",High School,Kent,Regional Justice Center,12033 SE 256th ST Suite D-200,WA,98030,King County,47.37121,-122.179584,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3014,Kent Mountain View Academy,,,No Information Available,17415,Kent School District,Kent Mountain View Academy,K ,12,Stephanie  Knipp,stephanie.knipp@kent.k12.wa.us,253.373.7488," Alternative School, Public School",K-12,Kent,,,,,,,,,
1815,Northshore Special Services,,,No Information Available,17417,Northshore School District,Northshore Special Services,PK,12,Julie  Trembath-Neuberger,jtrembathneuberger@nsd.org,425.408.7737," Public School, Special Education School",PK-12,Bothell,Northshore Special Services,3330 Monte Villa Parkway,WA,98021,Snohomish County,47.776942,-122.189859,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3396,Woodinville Community Center,,,No Information Available,17417,Northshore School District,Woodinville Community Center,10,12,Ed  Koehl,ekoehl2@nsd.org,425.408.7735, Institution,High School,Bothell,Woodinville Community Center,12225 NE 160,WA,98011,King County,47.741356,-122.17643,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3811,Secondary Academy For Success,,,No Information Available,17417,Northshore School District,Secondary Academy For Success,9,12,Donna  Tyo,dtyo@nsd.org,425.408.6600," Alternative School, Public School",High School,Bothell,Secondary Academy For Success,22107 23rd Dr SE,WA,98021,Snohomish County,47.798068,-122.20034,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3883,Morgan Center School,,,No Information Available,18100,Bremerton School District,Morgan Center School,10,12,John  Grant,john.grant@bremertonschools.org,360.473.1008, Institution,High School,Bremerton,Morgan Center School,1500 13th Street,WA,98337,Kitsap County,47.57327,-122.63874,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
1677,Special Programs,,,No Information Available,18400,North Kitsap School District,Special Programs,PK,12,Lori Ann Buijten,lbuijten@nkschools.org,360.396.3023," Public School, Special Education School",PK-12,Poulsbo,Special Programs,18360 Caldart Ave NE,WA,98370,Kitsap County,47.732939,-122.622295,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
3481,Kitsap Co Detention Ctr,,,No Information Available,18801,Olympic Educational Service District 114,Kitsap Co Detention Ctr,8,12,Awilda  Jesionowski,awilda.jesionowski@esd112.org,360.417.2282, Detention Center,High School,Port Orchard,Kitsap Co Detention Ctr,1338 SW OLD CLIFTON RD,WA,98366,Kitsap County,47.520598,-122.665733,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
3899,Discovery,,,No Information Available,18402,South Kitsap School District,Discovery,9,12,Pat  Oster,oster@skschools.org,360.443.3680," Alternative School, Public School",High School,Port Orchard,Discovery,2150 FIRCREST DR SE,WA,98366,Kitsap County,47.52943,-122.600351,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
3213,Parke Creek Treatment Ctr,,,No Information Available,19403,Kittitas School District,Parke Creek Treatment Ctr,8,12,Steve  Cordero,,(509) 968-3924, Institution,High School,Ellensburg,Parke Creek Treatment Ctr,11042 Parke Creek Road,WA,98926,Kittitas County,47.015139,-120.321058,"Ellensburg, WA",N
2605,Wishram High And Elementary Schl,,,No Information Available,20094,Wishram School District,Wishram High And Elementary Schl,PK,12,Michael  Roberts,mike.roberts@wishramschool.org,509.748.2551," Public School, Regular School",PK-12,Wishram,Wishram High And Elementary Schl,135 Bunn Street,WA,98673,Klickitat County,45.660945,-120.961464,N,N
3392,Bickleton Elementary & High Schl,,,No Information Available,20203,Bickleton School District,Bickleton Elementary & High Schl,K ,12,Tom  Whitmore,twhitmore@bickleton.wednet.edu,509.896.5473," Public School, Regular School",K-12,Bickleton,Bickleton Elementary & High Schl,3626 Bickleton Highway,WA,99322,Klickitat County,45.999168,-120.292293,N,N
3494,Klickitat Elem & High,,,No Information Available,20402,Klickitat School District,Klickitat Elem & High,K ,12,  ,,," Public School, Regular School",K-12,Klickitat,Klickitat Elem & High,98 School Drive,WA,98628,Klickitat County,45.816358,-121.15365,N,N
3111,Lyle High School,,,No Information Available,20406,Lyle School District,Lyle High School,9,12,Lori  Smith,lori.smith@lyleschools.org,509.365.2191," Public School, Regular School",High School,Lyle,Lyle High School,625 Keasey Avenue,WA,98635,Klickitat County,45.694116,-121.280281,N,N
2799,W F West High School,,,No Information Available,21302,Chehalis School District,W F West High School,9,12,Bob  Walters,bwalters@chehalisschools.org,360.807.7235," Public School, Regular School",High School,Chehalis,W F West High School,342 SW 16th Street,WA,98532,Lewis County,46.649533,-122.949313,"Centralia, WA","Seattle-Tacoma, WA"
2186,Sprague High School,,,No Information Available,22008,Sprague School District,Sprague High School,9,12,Bill  Ressel,bressel@sprague.wednet.edu,509.257.2511," Public School, Regular School",High School,Sprague,Sprague High School,614 W. Fifth Street,WA,99032,Lincoln County,47.296446,-117.980827,N,N
4279,Highlands High School,,,No Information Available,24019,Omak School District,Highlands High School,9,12,Guinevere  Joyce,gjoyce@omaksd.org,509.826.7697," Alternative School, Public School",High School,Omak,Highlands High School,600 W 6TH AVE,WA,98841,Okanogan County,48.402746,-119.538667,N,N
3193,Okanogan Co Juvenile Detention,,,No Information Available,24105,Okanogan School District,Okanogan Co Juvenile Detention,8,12,Roy   Johnson,rojohnson@oksd.wednet.edu,509.422.3629, Detention Center,High School,Okanogan,Okanogan Co Juvenile Detention,227 N 4TH,WA,98840,Okanogan County,48.365867,-119.581698,N,N
1621,Alternative School,,,No Information Available,24350,Methow Valley School District,Alternative School,9,12,Deborah Ann Dekalb,ddekalb@methow.org,509.996.2215," Alternative School, Public School",High School,Winthrop,,,,,,,,,
1845,Home School Experience,,,No Information Available,24350,Methow Valley School District,Home School Experience,K ,12,Tirzah  Quigley,tquigley@methow.org,509.996.2186," Alternative School, Public School",K-12,Winthrop,Home School Experience,18 Twin Lakes Rd.,WA,98862,Okanogan County,48.440277,-120.166563,N,N
2292,North River School,,,No Information Available,25200,North River School District,North River School,PK,12,Dave  Pickering,,(360) 532-3079," Public School, Regular School",PK-12,Cosmopolis,North River School,2867 North River Rd,WA,98537,Pacific County,46.77602,-123.484571,N,N
3951,Psd Special Services,,,No Information Available,27003,Puyallup School District,Psd Special Services,PK,12,  ,,," Public School, Special Education School",PK-12,Puyallup,Psd Special Services,Puyallup School District Speci,WA,98371,Pierce County,47.191609,-122.295798,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1514,Alternative Spcl Needs Div Occ,,,No Information Available,27010,Tacoma School District,Alternative Spcl Needs Div Occ,9,12,John  Goebel,jgoebel@tacoma.k12.wa.us,(253) 571-1040," Public School, Special Education School",High School,Tacoma,Alternative Spcl Needs Div Occ,601 S 8TH ST,WA,98405,Pierce County,47.256359,-122.445791,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1585,Comm Based Trans Program,,,No Information Available,27010,Tacoma School District,Comm Based Trans Program,11,12,Betsy  Minor-Reid,bminnor@tacoma.k12.wa.us,253.571.1145," Public School, Special Education School",High School,Tacoma,Comm Based Trans Program,601 S 8th St,WA,98405,Pierce County,47.256446,-122.445834,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1816,Tcc Fresh Start,,,No Information Available,27010,Tacoma School District,Tcc Fresh Start,9,12,Gil  Mendoza,gmendoz@tacoma.k12.wa.us,(253) 571-1126," Affiliated With District, College/University, Public School",High School,Tacoma,Tcc Fresh Start,601 S 8th St,WA,98405,Pierce County,47.256297,-122.445715,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1860,Tacoma School Of The Arts,,,No Information Available,27010,Tacoma School District,Tacoma School Of The Arts,9,12,Jon  Ketler,jketler@tacoma.k12.wa.us,253.571.7900," Public School, Regular School",High School,Tacoma,Tacoma School Of The Arts,1102 A St,WA,98402,Pierce County,47.243356,-122.436797,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1825,Alfaretta House,,,No Information Available,27400,Clover Park School District,Alfaretta House,11,12,Michaela  Clancy,mclancy@cloverpark.k12.wa.us,253.583.5170," Public School, Special Education School",High School,Lakewood,Alfaretta House,6423 Alfaretta ST,WA,98499,Pierce County,47.165442,-122.522895,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1882,Special Education Services/Relife,,,No Information Available,27400,Clover Park School District,Special Education Services/Relife,PK,12,Michaela  Clancy,mclancy@cloverpark.k12.wa.us,253.583.5170," Public School, Special Education School",PK-12,Lakewood,Special Education Services/Relife,14721 Murray ST,WA,98439,Pierce County,47.123672,-122.542356,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
4063,Gates Secondary School,,,No Information Available,27402,Franklin Pierce School District,Gates Secondary School,8,12,Valinda  Jones,vjones@fpschools.org,253.298.4000," Alternative School, Public School",High School,Tacoma,Gates Secondary School,813 132nd Street S,WA,98444,Pierce County,47.13796,-122.443921,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1605,Twin Cedars High School,,,No Information Available,29011,Concrete School District,Twin Cedars High School,7,12,Mike  Holbrook,mholbrook@concrete.k12.wa.us,360.853.4015," Alternative School, Public School",High School,Concrete,Twin Cedars High School,45389 Airport Way,WA,98237,Skagit County,48.531691,-121.758155,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
3363,Skagit County Detention Center,,,No Information Available,29801,Northwest Educational Service District 189,Skagit County Detention Center,8,12,Steve  Dahl,sdahl@nwesd.org,360.299.4000, Detention Center,High School,Mount Vernon,Skagit County Detention Center,605 3RD ST,WA,98273,Skagit County,48.418273,-122.335765,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
3829,Mount Vernon Special Ed,,,No Information Available,29320,Mount Vernon School District,Mount Vernon Special Ed,PK,12,Clint  Carlton,ccarlton@mvsd320.org,360.428.6141," Public School, Special Education School",PK-12,Mount Vernon,Mount Vernon Special Ed,920 S 2nd St,WA,98273,Skagit County,48.41589,-122.337451,"Mount Vernon-Anacortes, WA","Seattle-Tacoma, WA"
3119,Stevenson High School,,,No Information Available,30303,Stevenson-Carson School District,Stevenson High School,9,12,William  Schwan,schwanw@scsd303.org,509.427.5631," Public School, Regular School",High School,Stevenson,Stevenson High School,390 NW Gropper Road,WA,98648,Skamania County,45.700901,-121.887887,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
1663,Nw Learning Center,,,No Information Available,31002,Everett School District,Nw Learning Center,9,12,Rebecca  Clifford,rclifford@everettsd.org,425.385.5251," Alternative School, Public School",High School,Everett,,,,,,,,,
3903,Special Services,,,No Information Available,31002,Everett School District,Special Services,PK,12,Rebecca  Clifford,rclifford@everettsd.org,425.385.5251," Public School, Special Education School",PK-12,Everett,Special Services,3900 Broadway,WA,98201,Snohomish County,47.965115,-122.201836,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3903,Special Services,,,No Information Available,31002,Everett School District,Special Services,PK,12,Rebecca  Clifford,rclifford@everettsd.org,425.385.5251," Public School, Special Education School",PK-12,Everett,Special Services,9600 Sharon Drive,WA,98204,Snohomish County,47.911725,-122.247769,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1753,Homelink,,,No Information Available,31004,Lake Stevens School District,Homelink,K ,12,Tina  Vinnick,tina_vinnick@lkstevens.wednet.edu,425.335.1594," Alternative School, Public School",K-12,Lake Stevens,Homelink,2202 123rd Ave NE,WA,98258,Snohomish County,48.017502,-122.064307,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
4140,Prove High School,,,No Information Available,31004,Lake Stevens School District,Prove High School,9,12,John  Gebert,john_gebert@lkstevens.wednet.edu,425.335.1500," Alternative School, Public School",High School,Lake Stevens,Prove High School,12309 22nd St NE,WA,98258,Snohomish County,48.017489,-122.064323,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1848,Special Services,,,No Information Available,31006,Mukilteo School District,Special Services,PK,12,Lisa A Pitsch,pitschla@mukilteo.wednet.edu,425.356.1277," Public School, Special Education School",PK-12,Everett,Special Services,3900 Broadway,WA,98201,Snohomish County,47.965115,-122.201836,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1848,Special Services,,,No Information Available,31006,Mukilteo School District,Special Services,PK,12,Lisa A Pitsch,pitschla@mukilteo.wednet.edu,425.356.1277," Public School, Special Education School",PK-12,Everett,Special Services,9600 Sharon Drive,WA,98204,Snohomish County,47.911725,-122.247769,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1830,Contracted Schools,,,No Information Available,31015,Edmonds School District,Contracted Schools,PK,12,Jean  Mirabal,mirabalj@edmonds.wednet.edu,425.431.7186," Public School, Special Education School",PK-12,Lynnwood,Contracted Schools,20420 68TH AVE W,WA,98036,Snohomish County,47.813465,-122.326116,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1714,Stillaguamish Valley Learning Center,,,No Information Available,31016,Arlington School District,Stillaguamish Valley Learning Center,K ,8,Karrie  Marsh,kmarsh@asd.wednet.edu,360.618.6440," Alternative School, Public School",K-12,Arlington,,,,,,,,,
2277,Arlington Special Educ School,,,No Information Available,31016,Arlington School District,Arlington Special Educ School,PK,12,Dave  Mckellar,dmckellar@asd.wednet.edu,360.618.6209, Public School,PK-12,Arlington,Arlington Special Educ School,315 N French Ave,WA,98223,Snohomish County,48.195732,-122.122049,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1806,Leaders In Learning,,,No Information Available,31103,Monroe School District,Leaders In Learning,9,12,Blake  Baird,bairdb@monroe.wednet.edu,360.804.2800," Alternative School, Public School",High School,Monroe,Leaders In Learning,639 1/2 W Main St.,WA,98272,Snohomish County,47.853722,-121.97908,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1883,Youth Re-Engagement,,,No Information Available,31103,Monroe School District,Youth Re-Engagement,9,12,Justin  Blasko,blaskoj@monroe.wednet.edu,360.804.2550," Alternative School, Public School",High School,Monroe,Youth Re-Engagement,200 E Fremont,WA,98272,Snohomish County,47.854459,-121.968838,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1730,Snohomish Center,,,No Information Available,31201,Snohomish School District,Snohomish Center,K ,12,Scott  Peacock,scott.peacock@sno.wednet.edu,360.563.7282," Public School, Special Education School",K-12,Snohomish,Snohomish Center,1601 Avenue D,WA,98290,Snohomish County,47.931177,-122.099487,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3981,High School Re Entry,,,No Information Available,31201,Snohomish School District,High School Re Entry,9,12,June  Shirey,june.shirey@sno.wednet.edu,(360) 563-7289," Alternative School, Public School",High School,Snohomish,High School Re Entry,525 13th St,WA,98290,Snohomish County,47.918982,-122.098914,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1707,Lincoln Hill High School,,,No Information Available,31401,Stanwood-Camano School District,Lincoln Hill High School,9,12,Ryan  Ovenell,rovenell@stanwood.wednet.edu,360.629.1340," Alternative School, Public School",High School,Stanwood,Lincoln Hill High School,7400 272ND ST NW,WA,98292,Snohomish County,48.242128,-122.334087,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
1603,Daybreak Alternative School,,,No Information Available,32081,Spokane School District,Daybreak Alternative School,8,12,David  Crump,davidcr@spokaneschools.org,509.354.7946," Alternative School, Public School",High School,Spokane,Daybreak Alternative School,628 S Cowley St,WA,99202,Spokane County,47.650223,-117.408538,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1698,Sccp Images,,,No Information Available,32081,Spokane School District,Sccp Images,12,12,David  Crump,davidcr@spokaneschools.org,509.533.7326," Alternative School, Public School",High School,Spokane,Sccp Images,1810 N Greene St,WA,99217,Spokane County,47.674334,-117.358352,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1767,The Healing Lodge,,,No Information Available,32081,Spokane School District,The Healing Lodge,8,12,Pam  Austin,pamau@spokaneschools.org,509.354.6910, Institution,High School,Spokane,The Healing Lodge,5600 E 8Th Ave,WA,99212,Spokane County,47.64645,-117.328799,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
2045,Shrine Hospital,,,No Information Available,32081,Spokane School District,Shrine Hospital,PK,12,Erin  Jordan,erinj@spokaneschools.org,509.354.5900," Public School, Special Education School",PK-12,Spokane,Shrine Hospital,911 W 5Th Ave,WA,99204,Spokane County,47.651077,-117.425735,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
4286,Sacred Heart Hospital,,,No Information Available,32081,Spokane School District,Sacred Heart Hospital,PK,12,Rebecca  Doughty,rebeccado@spokaneschools.org,509.354.6401," Public School, Special Education School",PK-12,Spokane,Sacred Heart Hospital,W 101 8Th Ave,WA,99204,Spokane County,47.648342,-117.412781,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3352,Martin Hall Detention Ctr,,,No Information Available,32801,Educational Service District 101,Martin Hall Detention Ctr,8,12,Larry  Gardner,,(509) 447-2451, Detention Center,High School,Medical Lake,Martin Hall Detention Ctr,201 S. Pine St.,WA,99022,Spokane County,47.570865,-117.696081,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3918,Mica Peak High School,,,No Information Available,32356,Central Valley School District,Mica Peak High School,9,12,Kamiel  Youseph,kyouseph@cvsd.org,509.558.5952," Alternative School, Public School",High School,Spokane Valley,Mica Peak High School,15111 E Sprague Ave,WA,99037,Spokane County,47.658481,-117.201206,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1769,Three Springs High School,,,No Information Available,32360,Cheney School District,Three Springs High School,9,12,Troy   Heuett,theuett@cheneysd.org,509.559.4006," Alternative School, Public School",High School,Cheney,Three Springs High School,520 FOURTH STREET,WA,99004,Spokane County,47.489593,-117.577728,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1842,Spokane Valley Transition School,,,No Information Available,32363,West Valley School District (Spokane),Spokane Valley Transition School,9,12,Larry  Bush,larry.bush@wvsd.org,509.922.5475," Alternative School, Public School",High School,Spokane,Spokane Valley Transition School,2011 N HUTCHINSON RD,WA,99212,Spokane County,47.674826,-117.284322,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
1852,Deer Park Home Link Program,,,No Information Available,32414,Deer Park School District,Deer Park Home Link Program,K ,12,Molly  Murphy,molly.murphy@dpsdmail.org,509.468.3357," Alternative School, Public School",K-12,Deer Park,Deer Park Home Link Program,N. 428 Main Street,WA,99006,Spokane County,47.958689,-117.476102,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
